Name	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transform	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	etype4	etype5	divide	multiply	add
Dragon's	100	1	1	48	72	18				1	115	mana		60	72									1	cblu	rod	ring	amul	orb	circ								0	0	0
Dragon's	100	1	1	60	84	39				1	115	mana		72	84									1	cblu	tors	boot	glov										0	0	0
Wyrm's	100	1	1	65		22				1	115	mana		96	120									1	cblu	rod	ring	amul	orb	circ								0	0	0
Great Wyrm's	100	1	1	70		29				1	115	mana		120	160									1	cblu	rod	ring	amul	orb	circ								0	0	0
Bahamut's	100	1	1	75		37				1	115	mana		160	240									1	cblu	rod	ring	amul	orb	circ								0	0	0
Zircon	100	1	1	3	33	3				1	115	mana		20	40									1	cblu	jewl												0	0	0
Jacinth	100	1	1	33	66	33				1	115	mana		40	80									1	cblu	jewl												0	0	0
Turquoise	100	1	1	66		66				1	115	mana		80	160									1	cblu	jewl												0	0	0
Shimmering	100		1	10	40	1				2	116	res-all		3	6									1	lpur	lcha	bowq	xboq										0	1280	500
Shimmering	100	1	1	40		30				2	116	res-all		8	12									1	lpur	lcha	bowq	xboq										0	1280	1500
Shimmering	100	1	1	80		60				2	116	res-all		13	15									1	lpur	lcha	bowq	xboq										0	1280	5000
Shimmering	100	1	1	10	60	5				2	116	res-all		3	5									1	lpur	mcha												0	1280	1500
Shimmering	100	1	1	60		50				2	116	res-all		6	8									1	lpur	mcha												0	1280	5000
Shimmering	100	1	1	60		50				2	116	res-all		3	5									1	lpur	scha												0	1280	10000
Shimmering	100	1	1	1	25	1				4	116	res-all		8	10									1	dblu	shld												0	1280	500
Rainbow	100	1	1	25	40	15				4	116	res-all		11	16									1	dblu	shld												0	1280	2000
Scintillating	100	1	1	40	65	30				4	116	res-all		17	22									1	dblu	shld												0	1280	4000
Prismatic	100	1	1	65		55				4	116	res-all		23	29									1	dblu	shld												0	1280	8000
Chromatic	100	1	1	80		70				4	116	res-all		30	35									1	dblu	shld												0	1280	16000
Shimmering	100	1	1	8	38	3				4	116	res-all		5	8									1	dblu	amul	circ	helm	glov	belt	boot							0	1280	3000
Rainbow	100	1	1	18	58	8				4	116	res-all		8	10									1	dblu	amul	circ	helm	glov	belt	boot							0	1280	6000
Scintillating	100	1	1	38	78	28				4	116	res-all		10	12									1	dblu	amul	circ	helm	glov	belt	boot							0	1280	12000
Prismatic	100	1	1	58		48				4	116	res-all		12	14									1	dblu	amul	circ	helm	glov	belt	boot							0	1280	24000
Chromatic	100	1	1	78		68				4	116	res-all		14	16									1	dblu	amul	circ	helm	glov	belt	boot							0	1280	32000
Shimmering	100	1	1	45	85	35				4	116	res-all		6	10									1	lpur	ring												0	1280	4000
Rainbow	100	1	1	70		60				4	116	res-all		11	14									1	lpur	ring												0	1280	8000
Scintillating	100	1	1	85		75				4	116	res-all		15	18									1	lpur	ring												0	1280	16000
Shimmering	100	1	1	16		6				1	116	res-all		6	12									1	lpur	jewl												0	1280	3000
Scintillating	100	1	1	48		38				1	116	res-all		12	18									1	lpur	jewl												0	1280	8000
Azure	100	1	1	1	60	1				2	117	res-cold		7	15											lcha	bowq	xboq										0	0	0
Lapis	100	1	1	40		40				2	117	res-cold		16	20											lcha	bowq	xboq										0	0	0
Cobalt	100	1	1	60		60				2	117	res-cold		21	25									1	lblu	lcha	bowq	xboq										0	0	0
Sapphire	100	1	1	80		80				4	117	res-cold		26	30									1	lblu	lcha	bowq	xboq										0	0	0
Azure	100	1	1	1	60	1				2	117	res-cold		5	10											mcha												0	0	0
Lapis	100	1	1	40		40				2	117	res-cold		8	14											mcha												0	0	0
Cobalt	100	1	1	60		60				2	117	res-cold		12	16									1	lblu	mcha												0	0	0
Sapphire	100	1	1	80		80				2	117	res-cold		16	20									1	lblu	mcha												0	0	0
Azure	100	1	1	1	60	1				2	117	res-cold		3	5											scha												0	0	0
Lapis	100	1	1	40		40				2	117	res-cold		4	7											scha												0	0	0
Cobalt	100	1	1	60		60				2	117	res-cold		6	8									1	lblu	scha												0	0	0
Sapphire	100	1	1	80		80				2	117	res-cold		8	10									1	lblu	scha												0	0	0
Azure	100	1	1	5	60	1				3	117	res-cold		10	20											armo	weap	ring	amul	orb	circ							0	0	0
Lapis	100	1	1	12		5				3	117	res-cold		21	30											armo	ring	amul	orb	circ								0	0	0
Lapis	100	1	1	35		25				1	117	res-cold		21	30											weap							orb					0	0	0
Cobalt	100	1	1	40		30				3	117	res-cold		31	40											armo	ring	amul	orb	circ								0	0	0
Cobalt	100	1	1	55		45				1	117	res-cold		31	40											weap							orb					0	0	0
Sapphire	100	1	1	55		45				3	117	res-cold		31	40									1	lblu	rod	boot	amul	orb	circ								0	0	0
Lapis Lazuli	100	1	1	25		15				4	117	res-cold		10	20									1	lblu	jewl												0	0	0
Sapphire	100	1	1	50		40				4	117	res-cold		21	40									1	lblu	jewl												0	0	0
Crimson	100	1	1	1	60	1				2	118	res-fire		7	15											lcha	bowq	xboq										0	0	0
Russet	100	1	1	40		30				2	118	res-fire		16	20											lcha	bowq	xboq										0	0	0
Garnet	100	1	1	60		50				2	118	res-fire		21	25									1	lred	lcha	bowq	xboq										0	0	0
Ruby	100	1	1	80		70				4	118	res-fire		26	30									1	lred	lcha	bowq	xboq										0	0	0
Crimson	100	1	1	1	60	1				2	118	res-fire		5	10											mcha												0	0	0
Russet	100	1	1	40		30				2	118	res-fire		8	14											mcha												0	0	0
Garnet	100	1	1	60		50				2	118	res-fire		12	16									1	lred	mcha												0	0	0
Ruby	100	1	1	80		70				2	118	res-fire		16	20									1	lred	mcha												0	0	0
Crimson	100	1	1	1	60	1				2	118	res-fire		3	5											scha												0	0	0
Russet	100	1	1	40		30				2	118	res-fire		4	7									1	lred	scha												0	0	0
Garnet	100	1	1	60		50				2	118	res-fire		6	8									1	lred	scha												0	0	0
Ruby	100	1	1	80		70				2	118	res-fire		8	10											scha												0	0	0
Russet	100	1	1	5	60	1				3	118	res-fire		10	20											armo	weap	ring	amul	orb	circ							0	0	0
Russet	100	1	1	12		9				3	118	res-fire		21	30											armo	ring	amul	orb	circ								0	0	0
Russet	100	1	1	35		26				1	118	res-fire		21	30											weap							orb					0	0	0
Garnet	100	1	1	40		30				3	118	res-fire		31	40											armo	ring	amul	orb	circ								0	0	0
Garnet	100	1	1	55		45				1	118	res-fire		31	40											weap							orb					0	0	0
Ruby	100	1	1	55		45				3	118	res-fire		31	40									1	lred	rod	boot	amul	orb	circ								0	0	0
Garnet	100	1	1	25		15				4	117	res-fire		10	20									1	lred	jewl												0	0	0
Ruby	100	1	1	50		40				4	117	res-fire		21	40									1	lred	jewl												0	0	0
Tangerine	100	1	1	1	60	1				2	119	res-ltng		7	15											lcha	bowq	xboq										0	0	0
Ocher	100	1	1	40		30				2	119	res-ltng		16	20											lcha	bowq	xboq										0	0	0
Coral	100	1	1	60		50				2	119	res-ltng		21	25									1	lyel	lcha	bowq	xboq										0	0	0
Amber	100	1	1	80		70				4	119	res-ltng		26	30									1	lyel	lcha	bowq	xboq										0	0	0
Tangerine	100	1	1	1	60	1				2	119	res-ltng		5	10											mcha												0	0	0
Ocher	100	1	1	40		30				2	119	res-ltng		8	14											mcha												0	0	0
Coral	100	1	1	60		50				2	119	res-ltng		12	16									1	lyel	mcha												0	0	0
Amber	100	1	1	80		70				2	119	res-ltng		16	20									1	lyel	mcha												0	0	0
Tangerine	100	1	1	1	60	1				2	119	res-ltng		3	5											scha												0	0	0
Ocher	100	1	1	40		30				2	119	res-ltng		4	7											scha												0	0	0
Coral	100	1	1	60		50				2	119	res-ltng		6	8									1	lyel	scha												0	0	0
Amber	100	1	1	80		70				2	119	res-ltng		8	10									1	lyel	scha												0	0	0
Tangerine	100	1	1	5	60	1				3	119	res-ltng		10	20											armo	weap	ring	amul	orb	circ							0	0	0
Ocher	100	1	1	12		9				3	119	res-ltng		21	30											armo	ring	amul	orb	circ								0	0	0
Ocher	100	1	1	35		26				1	119	res-ltng		21	30											weap							orb					0	0	0
Coral	100	1	1	40		30				3	119	res-ltng		31	40											armo	ring	amul	orb	circ								0	0	0
Coral	100	1	1	55		45				1	119	res-ltng		31	40											weap							orb					0	0	0
Amber	100	1	1	55		45				3	119	res-ltng		31	40									1	lyel	rod	boot	amul	orb	circ								0	0	0
Camphor	100	1	1	25		15				4	117	res-ltng		10	20									1	lyel	jewl												0	0	0
Ambergris	100	1	1	50		40				4	117	res-ltng		21	40									1	lyel	jewl												0	0	0
Beryl	100	1	1	1	60	1				2	120	res-pois		7	15											lcha	bowq	xboq										0	0	0
Viridian	100	1	1	40		30				2	120	res-pois		16	20											lcha	bowq	xboq										0	0	0
Jade	100	1	1	60		50				2	120	res-pois		21	25									1	cgrn	lcha	bowq	xboq										0	0	0
Emerald	100	1	1	80		70				4	120	res-pois		26	30									1	cgrn	lcha	bowq	xboq										0	0	0
Beryl	100	1	1	1	60	1				2	120	res-pois		5	10											mcha												0	0	0
Viridian	100	1	1	40		30				2	120	res-pois		8	14											mcha												0	0	0
Jade	100	1	1	60		50				2	120	res-pois		12	16									1	cgrn	mcha												0	0	0
Emerald	100	1	1	80		70				2	120	res-pois		16	20									1	cgrn	mcha												0	0	0
Beryl	100	1	1	1	60	1				2	120	res-pois		3	5											scha												0	0	0
Viridian	100	1	1	40		30				2	120	res-pois		4	7											scha												0	0	0
Jade	100	1	1	60		50				2	120	res-pois		6	8									1	cgrn	scha												0	0	0
Emerald	100	1	1	80		70				2	120	res-pois		8	10									1	cgrn	scha												0	0	0
Beryl	100	1	1	5	60	1				3	120	res-pois		10	20											belt	weap	ring	amul	orb	circ	glov						0	0	0
Viridian	100	1	1	12		9				3	120	res-pois		21	30											belt	ring	amul	orb	circ	boot	glov						0	0	0
Viridian	100	1	1	35		26				1	120	res-pois		21	30											weap							orb					0	0	0
Jade	100	1	1	40		30				3	120	res-pois		31	40											belt	ring	amul	orb	circ	boot	glov						0	0	0
Jade	100	1	1	55		45				1	120	res-pois		31	40											weap							orb					0	0	0
Emerald	100	1	1	55		45				3	120	res-pois		31	40									1	cgrn	rod	boot	amul	orb	circ								0	0	0
Beryl	100	1	1	25		15				4	117	res-pois		10	20									1	cgrn	jewl												0	0	0
Jade	100	1	1	50		40				4	117	res-pois		21	40									1	cgrn	jewl												0	0	0
Triumphant	100	1	1	3		1				2	121	mana-kill		2	4											weap	ring	circ										0	0	0
Victorious	100	1	1	66		56				2	121	mana-kill		18	24											weap	circ											0	0	0
Aureolin	100	1	1	33		23				2	121	mana-kill		12	18											jewl												0	0	0
Mechanist's	100		1	1	25	1				3	122	sock		1	3											weap	shld	helm	tors	circ			thro					0	0	0
Artificer's	100		1	15	50	10				2	122	sock		2	3											weap	shld	helm	tors				thro					0	0	0
Jeweler's	100		1	25	50	15				1	122	sock		3	3											weap	shld	helm	tors				thro					0	0	0
Assamic	100	1	1	3		1				2	123	att-demon		100	200	dmg-demon		100	200							circ	helm	shld					wand	orb				0	0	0
Arcadian	100	1	1	70		60				2	123	att-demon		200	300	dmg-demon		200	300							circ	helm	shld					wand	orb				0	0	0
Unearthly	100	1	1	25	75	15				2	123	att-demon		126	175	dmg-demon		126	175							weap							wand	orb				0	0	0
Astral	100	1	1	35	84	25				2	123	att-demon		175	250	dmg-demon		175	250							weap							wand	orb				0	0	0
Elysian	100	1	1	45		33				2	123	att-demon		251	325	dmg-demon		251	325					1	dgld	weap							wand	orb				0	0	0
Celestial	100	1	1	55		41				2	123	att-demon		400	500	dmg-demon		400	500					1	dgld	weap							wand	orb				0	0	0
Diamond	100	1	1	26		19				2	123	att-demon		25	100	dmg-demon		25	100							jewl												0	0	0
Fletcher's	100	1	1	20	50	10	ama			1	125	skilltab	0	1	1											amul	glov	circ	bowq	xboq								0	0	0
Bowyer's	100	1	1	40	70	30	ama			1	125	skilltab	0	2	2									1	lgld	amul	glov	circ	bowq	xboq								0	0	0
Archer's	100	1	1	60		50	ama			1	125	skilltab	0	3	3									1	lgld	amul	glov	circ	bowq	xboq								0	0	0
Acrobat's	100	1	1	20	50	10	ama			1	125	skilltab	1	1	1											glov	boot	amul	circ	bowq	xboq							0	0	0
Gymnast's	100	1	1	40	70	30	ama			1	125	skilltab	1	2	2									1	lgld	glov	boot	amul	circ	bowq	xboq							0	0	0
Athlete's	100	1	1	60		50	ama			1	125	skilltab	1	3	3									1	lgld	glov	boot	amul	circ	bowq	xboq							0	0	0
Harpoonist's	100	1	1	20	50	10	ama			1	125	skilltab	2	1	1											amul	glov	circ										0	0	0
Spearmaiden's	100	1	1	40	70	30	ama			1	125	skilltab	2	2	2									1	lgld	amul	glov	circ										0	0	0
Lancer's	100	1	1	60		50	ama			1	125	skilltab	2	3	3									1	lgld	amul	glov	circ										0	0	0
Burning	100	1	1	20	50	10	sor			1	125	skilltab	3	1	1											amul	circ											0	0	0
Blazing	100	1	1	40	70	30	sor			1	125	skilltab	3	2	2									1	lgld	amul	circ											0	0	0
Volcanic	100	1	1	60		50	sor			1	125	skilltab	3	3	3									1	lgld	amul	circ											0	0	0
Sparking	100	1	1	20	50	10	sor			1	125	skilltab	4	1	1											amul	circ											0	0	0
Charged	100	1	1	40	70	30	sor			1	125	skilltab	4	2	2									1	lgld	amul	circ											0	0	0
Powered	100	1	1	60		50	sor			1	125	skilltab	4	3	3									1	lgld	amul	circ											0	0	0
Chilling	100	1	1	20	50	10	sor			1	125	skilltab	5	1	1											amul	circ											0	0	0
Freezing	100	1	1	40	70	30	sor			1	125	skilltab	5	2	2									1	lgld	amul	circ											0	0	0
Glacial	100	1	1	60		50	sor			1	125	skilltab	5	3	3									1	lgld	amul	circ											0	0	0
Hexing	100	1	1	20	50	10	nec			1	125	skilltab	6	1	1											amul	circ											0	0	0
Blighting	100	1	1	40	70	30	nec			1	125	skilltab	6	2	2									1	lgld	amul	circ											0	0	0
Accursed	100	1	1	60		50	nec			1	125	skilltab	6	3	3									1	lgld	amul	circ											0	0	0
Fungal	100	1	1	20	50	10	nec			1	125	skilltab	7	1	1											amul	circ											0	0	0
Noxious	100	1	1	40	70	30	nec			1	125	skilltab	7	2	2									1	lgld	amul	circ											0	0	0
Venomous	100	1	1	60		50	nec			1	125	skilltab	7	3	3									1	lgld	amul	circ											0	0	0
Graverobber's	100	1	1	20	50	10	nec			1	125	skilltab	8	1	1											amul	circ	belt										0	0	0
Vodoun	100	1	1	40	70	30	nec			1	125	skilltab	8	2	2									1	lgld	amul	circ	belt										0	0	0
Golemlord's	100	1	1	60		50	nec			1	125	skilltab	8	3	3									1	lgld	amul	circ	belt										0	0	0
Lion Branded	100	1	1	20	50	10	pal			1	125	skilltab	9	1	1											amul	circ											0	0	0
Hawk Branded	100	1	1	40	70	30	pal			1	125	skilltab	9	2	2									1	lgld	amul	circ											0	0	0
Rose Branded	100	1	1	60		50	pal			1	125	skilltab	9	3	3									1	lgld	amul	circ											0	0	0
Captain's	100	1	1	20	50	10	pal			1	125	skilltab	10	1	1											amul	circ											0	0	0
Commander's	100	1	1	40	70	30	pal			1	125	skilltab	10	2	2									1	lgld	amul	circ											0	0	0
Marshal's	100	1	1	60		50	pal			1	125	skilltab	10	3	3									1	lgld	amul	circ											0	0	0
Preserver's	100	1	1	20	50	10	pal			1	125	skilltab	11	1	1											amul	circ											0	0	0
Warder's	100	1	1	40	70	30	pal			1	125	skilltab	11	2	2									1	lgld	amul	circ											0	0	0
Guardian's	100	1	1	60		50	pal			1	125	skilltab	11	3	3									1	lgld	amul	circ											0	0	0
Expert's	100	1	1	20	50	10	bar			1	125	skilltab	12	1	1											amul	circ											0	0	0
Veteran's	100	1	1	40	70	30	bar			1	125	skilltab	12	2	2									1	lgld	amul	circ											0	0	0
Master's	100	1	1	60		50	bar			1	125	skilltab	12	3	3									1	lgld	amul	circ											0	0	0
Fanatic	100	1	1	20	50	10	bar			1	125	skilltab	13	1	1											amul	circ											0	0	0
Raging	100	1	1	40	70	30	bar			1	125	skilltab	13	2	2									1	lgld	amul	circ											0	0	0
Furious	100	1	1	60		50	bar			1	125	skilltab	13	3	3									1	lgld	amul	circ											0	0	0
Sounding	100	1	1	20	50	10	bar			1	125	skilltab	14	1	1											amul	circ											0	0	0
Resonant	100	1	1	40	70	30	bar			1	125	skilltab	14	2	2									1	lgld	amul	circ											0	0	0
Echoing	100	1	1	60		50	bar			1	125	skilltab	14	3	3									1	lgld	amul	circ											0	0	0
Trainer's	100	1	1	20	50	10	dru			1	125	skilltab	15	1	1											amul	circ	belt										0	0	0
Caretaker's	100	1	1	40	70	30	dru			1	125	skilltab	15	2	2									1	lgld	amul	circ	belt										0	0	0
Keeper's	100	1	1	60		50	dru			1	125	skilltab	15	3	3									1	lgld	amul	circ	belt										0	0	0
Spiritual	100	1	1	20	50	10	dru			1	125	skilltab	16	1	1											amul	circ											0	0	0
Feral	100	1	1	40	70	30	dru			1	125	skilltab	16	2	2									1	lgld	amul	circ											0	0	0
Communal	100	1	1	60		50	dru			1	125	skilltab	16	3	3									1	lgld	amul	circ											0	0	0
Nature's	100	1	1	20	50	10	dru			1	125	skilltab	17	1	1											amul	circ											0	0	0
Terra's	100	1	1	40	70	30	dru			1	125	skilltab	17	2	2									1	lgld	amul	circ											0	0	0
Gaea's	100	1	1	60		50	dru			1	125	skilltab	17	3	3									1	lgld	amul	circ											0	0	0
Entrapping	100	1	1	20	50	10	ass			1	125	skilltab	18	1	1											circ	amul	boot										0	0	0
Trickster's	100	1	1	40	70	30	ass			1	125	skilltab	18	2	2									1	lgld	circ	amul	boot										0	0	0
Cunning	100	1	1	60		50	ass			1	125	skilltab	18	3	3									1	lgld	circ	amul	boot										0	0	0
Mentalist's	100	1	1	20	50	10	ass			1	125	skilltab	19	1	1											circ	amul											0	0	0
Psychic	100	1	1	40	70	30	ass			1	125	skilltab	19	2	2									1	lgld	circ	amul											0	0	0
Shadow	100	1	1	60		50	ass			1	125	skilltab	19	3	3									1	lgld	circ	amul											0	0	0
Shogukusha's	100	1	1	20	50	10	ass			1	125	skilltab	20	1	1											circ	amul	glov										0	0	0
Sensei's	100	1	1	40	70	30	ass			1	125	skilltab	20	2	2									1	lgld	circ	amul	glov										0	0	0
Kenshi's	100	1	1	60		50	ass			1	125	skilltab	20	3	3									1	lgld	circ	amul	glov										0	0	0
Miocene	100	1	1	1	40	1				1	101	ac/lvl	6											1	whit	tors												0	0	0
Miocene	100	1	1	1	40	1				1	101	ac/lvl	2											1	whit	glov	boot	belt	shld	helm								0	0	0
Oligocene	100	1	1	20	60	10				1	101	ac/lvl	12											1	whit	tors												0	0	0
Oligocene	100	1	1	20	60	10				1	101	ac/lvl	4											1	whit	glov	boot	belt	shld	helm								0	0	0
Eocene	100	1	1	40		30				1	101	ac/lvl	18											1	whit	tors												0	0	0
Eocene	100	1	1	40		30				1	101	ac/lvl	6											1	whit	glov	boot	belt	shld	helm								0	0	0
Paleocene	100	1	1	60		50				1	101	ac/lvl	24											1	whit	tors												0	0	0
Paleocene	100	1	1	60		50				1	101	ac/lvl	8											1	whit	glov	boot	belt	shld	helm								0	0	0
Knave's	100	1	1	1	40	1				1	111	dmg/lvl	2			att/lvl	12							1	whit	weap							staf	wand	orb			0	0	0
Jack's	100	1	1	20	60	10				1	111	dmg/lvl	3			att/lvl	16							1	whit	weap							staf	wand	orb			0	0	0
Jester's	100	1	1	40	80	30				1	111	dmg/lvl	4			att/lvl	24							1	whit	weap							staf	wand	orb			0	0	0
Joker's	100	1	1	60		50				1	111	dmg/lvl	5			att/lvl	32							1	whit	weap	bowq	xboq					staf	wand	orb			0	0	0
Trump	100	1	1	80		70				1	111	dmg/lvl	6			att/lvl	32							1	whit	weap	bowq	xboq					staf	wand	orb			0	0	0
Loud	100	1	1	10	50	5				1	105	dmg/lvl	2											1	whit	weap							staf	wand	orb			0	0	0
Calling	100	1	1	30	70	20				1	105	dmg/lvl	3											1	whit	weap							staf	wand	orb			0	0	0
Yelling	100	1	1	50	90	40				1	105	dmg/lvl	4											1	whit	weap							staf	wand	orb			0	0	0
Shouting	100	1	1	70		60				1	105	dmg/lvl	6											1	whit	weap							staf	wand	orb			0	0	0
Gritty	100	1	1	80		80				1	105	dmg/lvl	8											1	whit	weap							staf	wand	orb			0	0	0
Paradox	100	1	1	42		32				1	101	ac%/lvl	32											1	whit	tors	helm											0	0	0
Paradox	100	1	1	88		78				1	105	dmg%/lvl	10											1	whit	weap							staf	wand	orb			0	0	0
Robineye	100	1	1	1	24	1				1	111	att%/lvl	4											1	whit	weap	helm	glov					staf	wand	orb			0	0	0
Sparroweye	100	1	1	12	36	6				1	111	att%/lvl	8											1	whit	weap	helm	glov					staf	wand	orb			0	0	0
Falconeye	100	1	1	24	48	14				1	111	att%/lvl	12											1	whit	weap	helm	glov					staf	wand	orb			0	0	0
Hawkeye	100	1	1	36	60	26				1	111	att%/lvl	16											1	whit	weap							staf	wand	orb			0	0	0
Eagleeye	100	1	1	48		38				1	111	att%/lvl	20											1	whit	weap							staf	wand	orb			0	0	0
Visionary	100	1	1	60		50				1	111	att%/lvl	4											1	whit	helm												0	0	0
Mnemonic	100	1	1	25		8				1	115	mana/lvl	6											1	cblu	helm												0	0	0
Snowflake	100		1	20	60	10				1	137	cold-len		50	50	cold-min		40	50	cold-max		75	99	1	lblu	weap	circ											0	0	0
Shivering	100		1	40	80	30				1	137	cold-len		75	75	cold-min		60	75	cold-max		100	149	1	lblu	weap												0	0	0
Boreal	100		1	60	90	50				1	137	cold-len		100	100	cold-min		100	125	cold-max		150	249	1	lblu	weap												0	0	0
Hibernal	100		1	80		70				1	137	cold-len		125	125	cold-min		175	200	cold-max		250	349	1	lblu	weap												0	0	0
Boreal	100		1	80		80				1	137	cold-len		150	150	cold-min		275	300	cold-max		350	400	1	lblu	weap												0	0	0
Ember	100		1	20	60	10				1	138	fire-min		60	75	fire-max		100	149					1	dred	weap	circ											0	0	0
Smoldering	100		1	40	80	30				1	138	fire-min		100	125	fire-max		150	199					1	dred	weap												0	0	0
Smoking	100		1	60	90	50				1	138	fire-min		150	175	fire-max		200	299					1	dred	weap												0	0	0
Flaming	100		1	80		70				1	138	fire-min		225	250	fire-max		300	399					1	dred	weap												0	0	0
Scorching	100		1	80		80				1	138	fire-min		325	350	fire-max		400	500					1	dred	weap												0	0	0
Static	100		1	20	60	10				1	139	ltng-min		1	1	ltng-max		200	299					1	lyel	weap	circ											0	0	0
Glowing	100		1	40	80	30				1	139	ltng-min		1	1	ltng-max		300	399					1	lyel	weap												0	0	0
Buzzing	100		1	60	90	50				1	139	ltng-min		1	1	ltng-max		400	599					1	lyel	weap												0	0	0
Arcing	100		1	80		70				1	139	ltng-min		1	1	ltng-max		600	799					1	lyel	weap												0	0	0
Shocking	100		1	80		80				1	139	ltng-min		1	1	ltng-max		800	1000					1	lyel	weap												0	0	0
Septic	100		1	20	60	10				1	140	dmg-pois	50	200	200									1	dgrn	weap	circ											0	0	0
Envenomed	100		1	40	80	30				1	140	dmg-pois	50	400	400									1	dgrn	weap												0	0	0
Corosive	100		1	60	90	50				1	140	dmg-pois	50	600	600									1	dgrn	weap												0	0	0
Toxic	100		1	80		70				1	140	dmg-pois	50	800	800									1	dgrn	weap												0	0	0
Pestilent	100		1	80		80				1	140	dmg-pois	50	1000	1000									1	dgrn	weap												0	0	0
Maiden's	100	1	1	30		20	ama			2	125	ama		1	1											amul	circ	ring	helm	bowq	xboq							0	0	0
Valkyrie's	100	1	1	50		40	ama			2	125	ama		2	2									1	cgrn	amul	circ	helm	bowq	xboq								0	0	0
Valkyrie's	100	1	1	80		70	ama			2	125	ama		2	2									1	cgrn	tors												0	0	0
Maiden's	100	1	1	20	40	10	ama			2	125	ama		1	1											jave												0	0	0
Valkyrie's	100	1	1	40	60	30	ama			2	125	ama		2	2									1	cgrn	jave												0	0	0
Valkyrie's	100	1	1	60		50	ama			2	125	ama		3	3									1	cgrn	jave												0	0	0
Maiden's	100	1	1	20	40	10	ama			2	125	ama		1	1											miss	spea						jave					0	0	0
Valkyrie's	100	1	1	40	60	30	ama			2	125	ama		2	2									1	cgrn	miss	spea						jave					0	0	0
Valkyrie's	100	1	1	60		50	ama			2	125	ama		3	3									1	cgrn	miss	spea						jave					0	0	0
Monk's	100	1	1	30		20	pal			2	125	pal		1	1											amul	circ	ring	helm									0	0	0
Priest's	100	1	1	50		40	pal			2	125	pal		2	2									1	cgrn	amul	circ	helm										0	0	0
Priest's	100	1	1	80		70	pal			2	125	pal		2	2									1	cgrn	tors												0	0	0
Monk's	100	1	1	20	40	20	pal			2	125	pal		1	1											scep	ashd											0	0	0
Priest's	100	1	1	40	60	40	pal			2	125	pal		2	2									1	cgrn	scep												0	0	0
Priest's	100	1	1	60		60	pal			2	125	pal		3	3									1	cgrn	scep												0	0	0
Priest's	100	1	1	40	60	40	pal			2	125	pal		2	2									1	cgrn	ashd												0	0	0
Priest's	100	1	1	60		60	pal			2	125	pal		3	3									1	cgrn	ashd												0	0	0
Monk's	100	1	1	20	40	20	pal			2	125	pal		1	1											swor	mace	hamm					2Hwp					0	0	0
Priest's	100	1	1	40	60	30	pal			2	125	pal		2	2									1	cgrn	swor	mace	hamm					2Hwp					0	0	0
Priest's	100	1	1	60		50	pal			2	125	pal		3	3									1	cgrn	swor	mace	hamm					2Hwp					0	0	0
Summoner's	100	1	1	30		20	nec			2	125	nec		1	1											amul	circ	ring	helm									0	0	0
Necromancer's	100	1	1	50		40	nec			2	125	nec		2	2									1	cgrn	amul	circ	helm										0	0	0
Necromancer's	100	1	1	80		70	nec			2	125	nec		2	2									1	cgrn	tors												0	0	0
Summoner's	100	1	1	20	40	10	nec			2	125	nec		1	1											wand	knif	head										0	0	0
Necromancer's	100	1	1	40	60	30	nec			2	125	nec		2	2									1	cgrn	wand	knif											0	0	0
Necromancer's	100	1	1	60		50	nec			2	125	nec		3	3									1	cgrn	wand	knif											0	0	0
Necromancer's	100	1	1	40	60	30	nec			2	125	nec		2	2									1	cgrn	head												0	0	0
Necromancer's	100	1	1	60		50	nec			2	125	nec		3	3									1	cgrn	head												0	0	0
Angel's	100	1	1	30		20	sor			2	125	sor		1	1											amul	circ	ring	helm									0	0	0
Arch-Angel's	100	1	1	50		40	sor			2	125	sor		2	2									1	cgrn	amul	circ	helm										0	0	0
Arch-Angel's	100	1	1	80		70	sor			2	125	sor		2	2									1	cgrn	tors												0	0	0
Angel's	100	1	1	15	30	10	sor			2	125	sor		1	1											staf												0	0	0
Angel's	100	1	1	30	45	20	sor			2	125	sor		2	2											staf												0	0	0
Arch-Angel's	100	1	1	45	60	35	sor			2	125	sor		2	2									1	cgrn	staf												0	0	0
Arch-Angel's	100	1	1	60		50	sor			2	125	sor		3	3									1	cgrn	staf												0	0	0
Arch-Angel's	100	1	1	80		70	sor			2	125	sor		4	4									1	cgrn	staf												0	0	0
Angel's	100	1	1	20	40	10	sor			2	125	sor		1	1											orb												0	0	0
Arch-Angel's	100	1	1	40	60	30	sor			2	125	sor		2	2									1	cgrn	orb												0	0	0
Arch-Angel's	100	1	1	60		50	sor			2	125	sor		3	3									1	cgrn	orb												0	0	0
Slayer's	100	1	1	30		20	bar			2	125	bar		1	1											amul	circ	ring										0	0	0
Berserker's	100	1	1	50		40	bar			2	125	bar		2	2									1	cgrn	amul	circ											0	0	0
Berserker's	100	1	1	80		70	bar			2	125	bar		2	2									1	cgrn	tors												0	0	0
Slayer's	100	1	1	20	40	10	bar			2	125	bar		1	1											mele							knif	2Hwp	rod	jave		0	0	0
Berserker's	100	1	1	40	60	30	bar			2	125	bar		2	2									1	cgrn	mele							knif	2Hwp	rod	jave		0	0	0
