Hireling	SubType	Version	Id	Class	Act	Difficulty	Level	Seller	NameFirst	NameLast	Gold	Exp/Lvl	HP	HP/Lvl	Defense	Def/Lvl	Str	Str/Lvl	Dex	Dex/Lvl	AR	AR/Lvl	Share	Dmg-Min	Dmg-Max	Dmg/Lvl	Resist	Resist/Lvl	WType1	WType2	HireDesc	DefaultChance	Skill1	Mode1	Chance1	ChancePerLvl1	Level1	LvlPerLvl1	Skill2	Mode2	Chance2	ChancePerLvl2	Level2	LvlPerLvl2	Skill3	Mode3	Chance3	ChancePerLvl3	Level3	LvlPerLvl3	Skill4	Mode4	Chance4	ChancePerLvl4	Level4	LvlPerLvl4	Skill5	Mode5	Chance5	ChancePerLvl5	Level5	LvlPerLvl5	Skill6	Mode6	Chance6	ChancePerLvl6	Level6	LvlPerLvl6	Head	Torso	Weapon	Shield
Eastern Sorceror	Fire-Normal	100	15	359	3	1	25	252	merca222	merca241	1000	30	1065	50	75	3	53	12	25	8	250	10		1	7	0	0	0	swor	shie	fire	0	Meteor	7	100	0	1	4	Blaze	7	100	0	8	8	Fire Bolt	7	100	0	12	4	Fire Mastery	10	0	0	30	1	MercHeal	10	0	0	8	16							2	2	2	1
Eastern Sorceror	Fire-Normal	100	15	359	3	1	65	252	merca222	merca241	1000	30	3281	75	195	3	118	12	65	8	650	10	3	1	7	4	10	0	swor	shie	fire	0	Meteor	7	100	0	11	16	Blaze	7	100	0	20	4	Fire Bolt	7	100	0	17	16	Fire Mastery	10	0	0	30	1	MercHeal	10	0	0	8	16							2	2	2	1
Eastern Sorceror	Fire-Normal	100	15	359	3	1	85	252	merca222	merca241	1000	30	5108	95	255	3	148	12	85	8	850	10	5	1	7	4	20	0	swor	shie	fire	0	Meteor	7	100	0	30	0	Blaze	7	100	0	30	0	Fire Bolt	7	100	0	30	0	Fire Mastery	10	0	0	30	1	MercHeal	10	0	0	8	16							2	2	2	1
Eastern Sorceror	Cold-Normal	100	16	359	3	1	25	252	merca222	merca241	1500	30	1065	50	75	3	53	12	25	8	250	10		1	7	4	0	0	swor	shie	cold	0	Blizzard	7	100	0	3	4	Glacial Spike	7	100	0	6	8	Ice Blast	7	100	0	12	4	Cold Mastery	10	0	0	30	1	MercHeal	10	0	0	8	16							2	2	2	1
Eastern Sorceror	Cold-Normal	100	16	359	3	1	65	252	merca222	merca241	1500	30	3281	75	195	3	118	12	65	8	650	10	3	1	7	4	10	0	swor	shie	cold	0	Blizzard	7	100	0	15	16	Glacial Spike	7	100	0	16	4	Ice Blast	7	100	0	17	4	Cold Mastery	10	0	0	30	1	MercHeal	10	0	0	8	16							2	2	2	1
Eastern Sorceror	Cold-Normal	100	16	359	3	1	85	252	merca222	merca241	1500	30	5108	95	255	3	148	12	85	8	850	10	5	1	7	4	20	0	swor	shie	cold	0	Blizzard	7	100	0	30	0	Glacial Spike	7	100	0	30	0	Ice Blast	7	100	0	30	0	Cold Mastery	10	0	0	30	1	MercHeal	10	0	0	8	16							2	2	2	1
Eastern Sorceror	Ltng-Normal	100	17	359	3	1	25	252	merca222	merca241	1000	30	1065	50	75	3	53	12	25	8	250	10		1	7	4	0	0	swor	shie	ltng	0	Chain Lightning	7	100	0	6	8	Telekinesis	7	0	0	8	8	Thunder Storm	7	100	0	1	4	Lightning Mastery	10	0	0	30	1	MercHeal	10	0	0	8	16							2	2	2	1
Eastern Sorceror	Ltng-Normal	100	17	359	3	1	65	252	merca222	merca241	1000	30	3281	75	195	3	118	12	65	8	650	10	3	1	7	4	10	0	swor	shie	ltng	0	Chain Lightning	7	100	0	16	4	Telekinesis	7	0	0	20	4	Thunder Storm	7	100	0	11	16	Lightning Mastery	10	0	0	30	1	MercHeal	10	0	0	8	16							2	2	2	1
Eastern Sorceror	Ltng-Normal	100	17	359	3	1	85	252	merca222	merca241	1000	30	5108	95	255	3	148	12	85	8	850	10	5	1	7	4	20	0	swor	shie	ltng	0	Chain Lightning	7	100	0	30	0	Telekinesis	7	0	0	30	0	Thunder Storm	7	100	0	30	0	Lightning Mastery	10	0	0	30	1	MercHeal	10	0	0	8	16							2	2	2	1
Eastern Sorceror	Fire-Nightmare	100	18	359	3	2	65	252	merca222	merca241	9500	30	3281	50	195	3	118	12	65	8	650	10	3	1	7	4	10	0	swor	shie	fire	0	Meteor	7	100	0	11	16	Blaze	7	100	0	20	4	Fire Bolt	7	100	0	11	16	Fire Mastery	10	0	0	30	1	MercHeal	10	0	0	8	16							2	2	2	1
Eastern Sorceror	Fire-Nightmare	100	18	359	3	2	85	252	merca222	merca241	9500	30	5108	75	255	3	148	12	85	8	850	10	5	1	7	4	20	0	swor	shie	fire	0	Meteor	7	100	0	30	0	Blaze	7	100	0	30	0	Fire Bolt	7	100	0	30	0	Fire Mastery	10	0	0	30	1	MercHeal	10	0	0	8	16							2	2	2	1
Eastern Sorceror	Cold-Nightmare	100	19	359	3	2	65	252	merca222	merca241	12000	30	3281	95	195	3	118	12	65	8	650	10	3	1	7	4	10	0	swor	shie	cold	0	Blizzard	7	100	0	15	16	Glacial Spike	7	100	0	16	4	Ice Blast	7	100	0	17	4	Cold Mastery	10	0	0	30	1	MercHeal	10	0	0	8	16							2	2	2	1
Eastern Sorceror	Cold-Nightmare	100	19	359	3	2	85	252	merca222	merca241	12000	30	5108	95	255	3	148	12	85	8	850	10	5	1	7	4	20	0	swor	shie	cold	0	Blizzard	7	100	0	30	0	Glacial Spike	7	100	0	30	0	Ice Blast	7	100	0	30	0	Cold Mastery	10	0	0	30	1	MercHeal	10	0	0	8	16							2	2	2	1
Eastern Sorceror	Ltng-Nightmare	100	20	359	3	2	65	252	merca222	merca241	10000	30	3281	75	195	3	118	12	65	8	650	10	3	1	7	4	10	0	swor	shie	ltng	0	Chain Lightning	7	100	0	16	4	Telekinesis	7	0	0	20	4	Thunder Storm	7	100	0	11	16	Lightning Mastery	10	0	0	30	1	MercHeal	10	0	0	8	16							2	2	2	1
Eastern Sorceror	Ltng-Nightmare	100	20	359	3	2	85	252	merca222	merca241	10000	30	5108	75	255	3	148	12	85	8	850	10	5	1	7	4	20	0	swor	shie	ltng	0	Chain Lightning	7	100	0	30	0	Telekinesis	7	0	0	30	0	Thunder Storm	7	100	0	30	0	Lightning Mastery	10	0	0	30	1	MercHeal	10	0	0	8	16							2	2	2	1
Eastern Sorceror	Fire-Hell	100	21	359	3	3	85	252	merca222	merca241	21000	30	5108	90	255	3	148	12	85	8	850	10	5	1	7	4	20	0	swor	shie	fire	0	Meteor	7	100	0	30	0	Blaze	7	100	0	30	0	Fire Bolt	7	100	0	30	0	Fire Mastery	10	0	0	30	1	MercHeal	10	0	0	8	16							2	2	2	1
Eastern Sorceror	Cold-Hell	100	22	359	3	3	85	252	merca222	merca241	27000	30	5108	90	255	3	148	12	85	8	850	10	5	1	7	4	20	0	swor	shie	cold	0	Blizzard	7	100	0	30	0	Glacial Spike	7	100	0	30	0	Ice Blast	7	100	0	30	0	Cold Mastery	10	0	0	30	1	MercHeal	10	0	0	8	16							2	2	2	1
Eastern Sorceror	Ltng-Hell	100	23	359	3	3	85	252	merca222	merca241	21000	30	5108	90	255	3	148	12	85	8	850	10	5	1	7	4	20	0	swor	shie	ltng	0	Chain Lightning	7	100	0	30	0	Telekinesis	7	0	0	30	0	Thunder Storm	7	100	0	30	0	Lightning Mastery	10	0	0	30	1	MercHeal	10	0	0	8	16							2	2	2	1
Barbarian	1hs-Normal	0	24	561	5	1	39	515	MercX101	MercX167	9000	30	390	20	180	4	101	8	63	6	390	10	1	16	20	6	0	0	swor			50	Concentrate	5	25	0	4	8	Stun	5	25	0	4	4	Bash	5	20	0	5	4	MercHeal	10	0	0	8	16													0	0	0	0
Barbarian	1hs-Normal	0	24	561	5	1	58	515	MercX101	MercX167	9000	30	629	29	278	10	128	8	81	6	390	10	1	27	31	8	0	0	swor			50	Concentrate	5	50	0	9	8	Stun	5	50	0	9	4	Bash	5	30	0	15	4	MercHeal	10	0	0	8	16													0	0	0	0
Barbarian	1hs-Normal	0	24	561	5	1	75	515	MercX101	MercX167	9000	30	1530	46	938	20	190	8	123	6	750	10	1	60	64	8	0	0	swor			50	Concentrate	5	75	0	20	8	Stun	5	75	0	20	4	Bash	5	40	0	22	4	MercHeal	10	0	0	8	16													0	0	0	0
Barbarian	1hs-Normal	0	25	561	5	1	39	515	MercX101	MercX167	9000	30	374	20	180	4	101	8	63	6	390	10	1	16	20	6	0	0	swor			50	Concentrate	5	25	0	4	8	Stun	5	25	0	4	4	Bash	5	20	0	5	4	MercHeal	10	0	0	8	16													0	0	0	0
Barbarian	1hs-Normal	0	25	561	5	1	58	515	MercX101	MercX167	9000	30	629	29	278	10	128	8	81	6	390	10	1	27	31	8	0	0	swor			50	Concentrate	5	50	0	9	8	Stun	5	50	0	9	4	Bash	5	30	0	15	4	MercHeal	10	0	0	8	16													0	0	0	0
Barbarian	1hs-Normal	0	25	561	5	1	75	515	MercX101	MercX167	9000	30	1530	46	938	20	190	8	123	6	750	10	1	60	64	8	0	0	swor			50	Concentrate	5	75	0	20	8	Stun	5	75	0	20	4	Bash	5	40	0	22	4	MercHeal	10	0	0	8	16													0	0	0	0
Barbarian	1hs-Nightmare	0	26	561	5	2	58	515	MercX101	MercX167	18000	30	567	29	250	10	125	8	76	6	580	10	4	27	31	8	0	0	swor			50	Concentrate	5	50	0	8	8	Stun	5	50	0	8	4	Bash	5	30	0	14	4	MercHeal	10	0	0	8	16													0	0	0	0
Barbarian	1hs-Nightmare	0	26	561	5	2	75	515	MercX101	MercX167	18000	30	1468	46	910	20	187	8	118	6	750	10	4	60	64	8	0	0	swor			50	Concentrate	5	75	0	19	8	Stun	5	75	0	19	4	Bash	5	40	0	21	4	MercHeal	10	0	0	8	16													0	0	0	0
Barbarian	1hs-Nightmare	0	27	561	5	2	58	515	MercX101	MercX167	18000	30	567	29	250	10	125	8	76	6	580	10	4	27	31	8	0	0	swor			50	Concentrate	5	50	0	8	8	Stun	5	50	0	8	4	Bash	5	30	0	14	4	MercHeal	10	0	0	8	16													0	0	0	0
Barbarian	1hs-Nightmare	0	27	561	5	2	75	515	MercX101	MercX167	18000	30	1468	46	910	20	187	8	118	6	750	10	4	60	64	8	0	0	swor			50	Concentrate	5	75	0	19	8	Stun	5	75	0	19	4	Bash	5	40	0	21	4	MercHeal	10	0	0	8	16													0	0	0	0
Barbarian	1hs-Hell	0	28	561	5	3	75	515	MercX101	MercX167	32000	30	1321	46	819	20	184	8	113	6	750	10	6	60	64	8	0	0	swor			50	Concentrate	5	75	0	18	8	Stun	5	75	0	18	4	Bash	5	40	0	20	4	MercHeal	10	0	0	8	16													0	0	0	0
Barbarian	1hs-Hell	0	29	561	5	3	75	515	MercX101	MercX167	32000	30	1321	46	819	20	184	8	113	6	750	10	6	60	64	8	0	0	swor			50	Concentrate	5	75	0	18	8	Stun	5	75	0	18	4	Bash	5	40	0	20	4	MercHeal	10	0	0	8	16													0	0	0	0
Barbarian	Barb-Normal	100	24	561	5	1	45	515	MercX101	MercX167	9000	30	2743	80	135	3	105	16	45	8	450	10	1	10	15	0	0	0	swor		barb	1	Concentrate	5	100	0	8	8	Berserk	5	50	0	8	8	Stun	5	100	0	8	8	Merc Iron Skin	10	0	0	8	16	MercHeal	10	0	0	8	16							0	0	0	0
Barbarian	Barb-Normal	100	24	561	5	1	70	515	MercX101	MercX167	9000	30	4931	90	210	3	155	16	70	8	700	10	1	10	15	0	10	0	swor		barb	1	Concentrate	5	100	0	20	4	Berserk	5	50	0	20	4	Stun	5	100	0	20	4	Merc Iron Skin	10	0	0	20	0	MercHeal	10	0	0	8	16							0	0	0	0
Barbarian	Barb-Normal	100	24	561	5	1	90	515	MercX101	MercX167	9000	30	6999	100	270	3	195	16	90	8	900	10	1	10	15	0	20	0	swor		barb	1	Concentrate	5	100	0	20	4	Berserk	5	50	0	20	4	Stun	5	100	0	20	4	Merc Iron Skin	10	0	0	20	0	MercHeal	10	0	0	8	16							0	0	0	0
Barbarian	Bear-Normal	100	25	561	5	1	45	515	MercX101	MercX167	9000	30	2743	80	135	3	105	16	45	8	450	10	1	10	15	0	0	0	swor		bear	1	WearbearAura	10	0	0	8	16	Maul	5	100	0	8	8	Feral Rage	5	100	0	8	8	Fire Claws	5	50	0	8	16	MercHeal	10	0	0	8	16							0	0	0	0
Barbarian	Bear-Normal	100	25	561	5	1	70	515	MercX101	MercX167	9000	30	4931	90	210	3	155	16	70	8	700	10	1	10	15	0	10	0	swor		bear	1	WearbearAura	10	0	0	20	0	Maul	5	100	0	20	0	Feral Rage	5	100	0	20	4	Fire Claws	5	50	0	20	0	MercHeal	10	0	0	8	16							0	0	0	0
Barbarian	Bear-Normal	100	25	561	5	1	90	515	MercX101	MercX167	9000	30	6999	100	270	3	195	16	90	8	900	10	1	10	15	0	20	0	swor		bear	1	WearbearAura	10	0	0	20	0	Maul	5	100	0	20	0	Feral Rage	5	100	0	20	4	Fire Claws	5	50	0	20	0	MercHeal	10	0	0	8	16							0	0	0	0
Barbarian	Barb-Nightmare	100	26	561	5	2	70	515	MercX101	MercX167	18000	30	4931	80	210	3	155	16	70	8	700	10	4	10	15	0	10	0	swor		barb	1	Concentrate	5	100	0	20	4	Berserk	5	50	0	20	0	Stun	5	100	0	20	4	Merc Iron Skin	10	0	0	8	16	MercHeal	10	0	0	8	16							0	0	0	0
Barbarian	Barb-Nightmare	100	26	561	5	2	90	515	MercX101	MercX167	18000	30	6999	90	270	3	195	16	90	8	900	10	4	10	15	0	20	0	swor		barb	1	Concentrate	5	100	0	20	4	Berserk	5	50	0	20	0	Stun	5	100	0	20	4	Merc Iron Skin	10	0	0	20	0	MercHeal	10	0	0	8	16							0	0	0	0
Barbarian	Bear-Nightmare	100	27	561	5	2	70	515	MercX101	MercX167	18000	30	4931	100	210	3	155	16	70	8	700	10	4	10	15	0	10	0	swor		bear	1	WearbearAura	10	0	0	20	0	Maul	5	100	0	20	0	Feral Rage	5	100	0	20	4	Fire Claws	5	50	0	20	0	MercHeal	10	0	0	8	16							0	0	0	0
Barbarian	Bear-Nightmare	100	27	561	5	2	90	515	MercX101	MercX167	18000	30	6999	100	270	3	195	16	90	8	900	10	4	10	15	0	20	0	swor		bear	1	WearbearAura	10	0	0	20	0	Maul	5	100	0	20	0	Feral Rage	5	100	0	20	4	Fire Claws	5	50	0	20	0	MercHeal	10	0	0	8	16							0	0	0	0
Barbarian	Barb-Hell	100	28	561	5	3	90	515	MercX101	MercX167	32000	30	6999	100	270	3	195	16	90	8	900	10	6	10	15	0	20	0	swor		barb	1	Concentrate	5	100	0	20	4	Berserk	5	50	0	20	0	Stun	5	100	0	20	4	Merc Iron Skin	10	0	0	20	0	MercHeal	10	0	0	8	16							0	0	0	0
Barbarian	Bear-Hell	100	29	561	5	3	90	515	MercX101	MercX167	32000	30	6999	100	270	3	195	16	90	8	900	10	6	10	15	0	20	0	swor		bear	1	WearbearAura	10	0	0	20	0	Maul	5	100	0	20	0	Feral Rage	5	100	0	20	4	Fire Claws	5	50	0	20	0	Merc Iron Skin	10	0	0	20	0	MercHeal	10	0	0	8	16	0	0	0	0
Eastern Sorceror	Necromancer	100	30	359	3	1	25	252	merca222	merca241	1000	30	1065	50	90	3	53	12	25	8	250	10		1	7	4	0	0	wand	shie	pois	0	Bone Spear	7	100	0	1	4	Bone Spirit	10	0	0	6	8	Teeth	7	100	0	12	4	Bone Armor	7	15	0	12	8	vampireaura	10	0	0	20	0	MercHeal	10	0	0	8	16	2	2	2	1
Eastern Sorceror	Necromancer	100	30	359	3	1	65	252	merca222	merca241	1000	30	3281	75	75	3	118	12	65	8	650	10	3	1	7	4	10	0	wand	shie	pois	0	Bone Spear	7	100	0	11	16	Bone Spirit	10	0	0	16	4	Teeth	7	100	0	17	4	Bone Armor	7	15	0	24	4	vampireaura	10	0	0	20	0	MercHeal	10	0	0	8	16	2	2	2	1
Eastern Sorceror	Necromancer	100	30	359	3	1	85	252	merca222	merca241	1000	30	5108	90	195	3	148	12	85	8	850	10	5	1	7	4	20	0	wand	shie	pois	0	Bone Spear	7	100	0	30	0	Bone Spirit	10	0	0	30	0	Teeth	7	100	0	30	0	Bone Armor	7	15	0	30	0	vampireaura	10	0	0	20	0	MercHeal	10	0	0	8	16	2	2	2	1
Eastern Sorceror	Necromancer	100	31	359	3	2	65	252	merca222	merca241	12000	30	3281	75	255	3	118	12	65	8	650	10	3	1	7	4	10	0	wand	shie	pois	0	Bone Spear	7	100	0	11	16	Bone Spirit	10	0	0	16	4	Teeth	7	100	0	17	4	Bone Armor	7	15	0	24	4	vampireaura	10	0	0	20	0	MercHeal	10	0	0	8	16	2	2	2	1
Eastern Sorceror	Necromancer	100	31	359	3	2	85	252	merca222	merca241	12000	30	5108	75	255	3	148	12	85	8	850	10	5	1	7	4	20	0	wand	shie	pois	0	Bone Spear	7	100	0	30	0	Bone Spirit	10	0	0	30	0	Teeth	7	100	0	30	0	Bone Armor	7	15	0	30	0	vampireaura	10	0	0	20	0	MercHeal	10	0	0	8	16	2	2	2	1
Eastern Sorceror	Necromancer	100	32	359	3	3	85	252	merca222	merca241	24000	30	5108	75	255	3	148	12	85	8	850	10	5	1	7	4	20	0	wand	shie	pois	0	Bone Spear	7	100	0	30	0	Bone Spirit	10	0	0	30	0	Teeth	7	100	0	30	0	Bone Armor	7	15	0	30	0	vampireaura	10	0	0	20	0	MercHeal	10	0	0	8	16	2	2	2	1
Barbarian	Wolf-Normal	100	33	561	5	1	45	515	MercX101	MercX167	9000	30	2743	80	135	3	105	16	45	8	450	10	1	10	15	0	0	0	swor		wolf	1	WearwolfAura	10	0	0	20	0	Feral Rage	5	100	0	1	16	Fury	5	100	0	8	16	Hunger	5	50	0	8	16	MercHeal	10	0	0	8	16							0	0	0	0
Barbarian	Wolf-Normal	100	33	561	5	1	70	515	MercX101	MercX167	9000	30	4931	90	210	3	155	16	70	8	700	10	1	10	15	0	10	0	swor		wolf	1	WearwolfAura	10	0	0	20	0	Feral Rage	5	100	0	20	0	Fury	5	100	0	20	0	Hunger	5	50	0	20	0	MercHeal	10	0	0	8	16							0	0	0	0
Barbarian	Wolf-Normal	100	33	561	5	1	90	515	MercX101	MercX167	9000	30	6999	100	270	3	195	16	90	8	900	10	1	10	15	0	20	0	swor		wolf	1	WearwolfAura	10	0	0	20	0	Feral Rage	5	100	0	20	0	Fury	5	100	0	20	0	Hunger	5	50	0	20	0	MercHeal	10	0	0	8	16							0	0	0	0
Barbarian	Wolf-Nightmare	100	34	561	5	2	70	515	MercX101	MercX167	18000	30	4931	80	210	3	155	16	70	8	700	10	4	10	15	0	10	0	swor		wolf	1	WearwolfAura	10	0	0	20	0	Feral Rage	5	100	0	20	0	Fury	5	100	0	20	0	Hunger	5	50	0	20	0	MercHeal	10	0	0	8	16							0	0	0	0
Barbarian	Wolf-Nightmare	100	34	561	5	2	90	515	MercX101	MercX167	18000	30	6999	90	270	3	195	16	90	8	900	10	4	10	15	0	20	0	swor		wolf	1	WearwolfAura	10	0	0	20	0	Feral Rage	5	100	0	20	0	Fury	5	100	0	20	0	Hunger	5	50	0	20	0	MercHeal	10	0	0	8	16							0	0	0	0
Barbarian	Wolf-Hell	100	35	561	5	3	90	515	MercX101	MercX167	32000	30	6999	90	270	3	195	16	90	8	900	10	6	10	15	0	20	0	swor		wolf	1	WearwolfAura	10	0	0	20	0	Feral Rage	5	100	0	20	0	Fury	5	100	0	20	0	Hunger	5	50	0	20	0	MercHeal	10	0	0	8	16							0	0	0	0
Rogue Scout	Phys - Normal	100	36	271	1	1	10	150	merc01	merc41	150	30	400	50	30	3	25	8	45	16	100	10		1	2	1	0	0	bow	xbow	phys	75	Guided Arrow	4	50	0	6	8	Mercshot	4	50	0	6	8	Pierce	10	0	0	5	1	Critical Strike	10	0	0	8	1	Magic Arrow	4	75	1	1	8	MercHeal	10	0	0	8	16	2	1	2	0
Rogue Scout	Phys - Normal	100	36	271	1	1	55	150	merc01	merc41	6000	30	1940	60	165	3	70	8	135	16	550	10	1	4	7	4	10	0	bow	xbow	phys	75	Guided Arrow	4	50	0	11	8	Mercshot	4	50	0	11	8	Pierce	10	0	0	10	1	Critical Strike	10	0	0	16	1	Magic Arrow	4	75	1	1	8	MercHeal	10	0	0	8	16	2	1	2	0
Rogue Scout	Phys - Normal	100	36	271	1	1	85	150	merc01	merc41	14000	30	4180	75	225	3	90	8	175	16	750	10	2	5	10	6	20	0	bow	xbow	phys	75	Guided Arrow	4	50	0	22	8	Mercshot	4	50	0	22	0	Pierce	10	0	0	15	1	Critical Strike	10	0	0	20	1	Magic Arrow	4	75	1	12	6	MercHeal	10	0	0	8	16	2	1	2	0
Rogue Scout	Phys - Nightmare	100	37	271	1	2	55	150	merc01	merc41	6000	30	1940	60	165	3	70	8	135	16	550	10	1	4	7	4	10	0	bow	xbow	phys	75	Guided Arrow	4	50	0	11	8	Mercshot	4	50	0	11	8	Pierce	10	0	0	10	1	Critical Strike	10	0	0	16	1	Magic Arrow	4	75	1	1	8	MercHeal	10	0	0	8	16	2	1	2	0
Rogue Scout	Phys - Normal	100	36	271	1	1	85	150	merc01	merc41	14000	30	4180	75	225	3	90	8	175	16	750	10	2	5	10	6	20	0	bow	xbow	phys	75	Guided Arrow	4	50	0	22	8	Mercshot	4	50	0	22	0	Pierce	10	0	0	15	1	Critical Strike	10	0	0	20	1	Magic Arrow	4	75	1	12	6	MercHeal	10	0	0	8	16	2	1	2	0
Rogue Scout	Phys - Hell	100	38	271	1	3	85	150	merc01	merc41	14000	30	4180	75	225	3	90	8	175	16	750	10	2	5	10	6	20	0	bow	xbow	phys	75	Guided Arrow	4	50	0	22	8	Mercshot	4	50	0	22	0	Pierce	10	0	0	15	1	Critical Strike	10	0	0	20	1	Magic Arrow	4	75	1	12	6	MercHeal	10	0	0	8	16	2	1	2	0
