name	version	compactsave	rarity	spawnable	minac	maxac	absorbs	speed	reqstr	block	durability	nodurability	level	levelreq	cost	gamble cost	code	namestr	magic lvl	auto prefix	alternategfx	OpenBetaGfx	normcode	ubercode	ultracode	spelloffset	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	setinvfile	rArm	lArm	Torso	Legs	rSPad	lSPad	useable	throwable	stackable	minstack	maxstack	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	quivered	lightradius	belt	quest	missiletype	durwarning	qntwarning	mindam	maxdam	StrBonus	DexBonus	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	nameable
Ghost Armor	0	0	1	1	80	80	1	0	40	0	250	0	40	40	30552	165635	xui	xui			qlt	qlt	qui	xui	uui	0	1	2	3	1	4	1	flpqlt	invqlt2			0	0	0	0	1	1	0	0	0	0	0	tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	8	0	xxx	xxx	0	0	1
Serpentskin Armor	0	0	1	1	85	90	1	0	44	0	250	0	46	46	34960	197896	xea	xea			lea	lea	lea	xea	uea	0	1	2	3	1	4	1	flplea	invlea2			0	0	1	0	1	1	0	0	0	0	0	tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	8	0	xxx	xxx	0	0	1
Demonhide Armor	0	0	1	1	91	100	1	0	48	0	250	0	49	49	39090	236758	xla	xla			hla	hla	hla	xla	ula	0	1	2	3	1	4	1	flphla	invhla2			1	1	1	0	1	1	0	0	0	0	0	tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	8	0	xxx	xxx	0	0	1
Trellised Armor	0	0	1	1	101	111	2	0	60	0	250	0	49	49	47582	305707	xtu	xtu			stu	stu	stu	xtu	utu	0	1	2	3	1	4	1	flpstu	invstu	invxtuu	invxtuu	1	0	0	1	1	1	0	0	0	0	0	tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	8	0	xxx	xxx	0	0	1
Linked Mail	0	0	1	1	115	125	2	0	72	0	250	0	52	52	56600	393748	xng	xng			rng	rng	rng	xng	ung	0	1	2	3	1	4	1	flprng	invrng			0	0	1	1	1	1	0	0	0	0	0	tors		item_chainarmor	12	item_chainarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	8	0	xxx	xxx	0	0	1
Tigulated Mail	0	0	1	1	130	140	3	0	88	0	250	0	52	52	64242	473193	xcl	xcl			scl	scl	scl	xcl	ucl	0	1	2	3	1	4	1	flpscl	invscl			1	1	1	1	1	1	0	0	0	0	0	tors		item_chainarmor	12	item_chainarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	8	0	xxx	xxx	0	0	1
Mesh Armor	0	0	1	1	150	165	3	0	92	0	250	0	58	58	75440	574094	xhn	xhn			chn	chn	chn	xhn	uhn	0	1	2	3	1	4	1	flpchn	invchn2			1	1	1	1	2	2	0	0	0	0	0	tors		item_chainarmor	12	item_chainarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	8	0	xxx	xxx	0	0	1
Cuirass	0	0	1	1	136	145	4	0	90	0	250	0	55	55	74719	613456	xrs	xrs			brs	brs	brs	xrs	urs	0	1	2	3	1	4	1	flpbrs	invbrs		invxrss	0	0	2	0	2	2	0	0	0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	8	0	xxx	xxx	0	0	1
Russet Armor	0	0	1	1	180	200	4	0	96	0	250	0	58	58	93404	788235	xpl	xpl			spl	spl	spl	xpl	upl	0	1	2	3	1	4	1	flpspl	invspl			1	1	2	1	1	1	0	0	0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	8	0	xxx	xxx	0	0	1
Templar Coat	0	0	1	1	220	235	5	0	110	0	250	0	61	61	111395	1017928	xlt	xlt			plt	plt	plt	xlt	ult	0	1	2	3	1	4	1	flpplt	invplt2			2	2	2	2	1	1	0	0	0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	8	0	xxx	xxx	0	0	1
Sharktooth Armor	0	0	1	1	205	215	5	0	120	0	250	0	61	61	111674	1103159	xld	xld			fld	fld	fld	xld	uld	0	1	2	3	1	4	1	flpfld	invfld			1	1	2	2	2	2	0	0	0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	8	0	xxx	xxx	0	0	1
Embossed Plate	0	0	1	1	260	275	6	0	135	0	250	0	64	64	137817	1457493	xth	xth			gth	gth	gth	xth	uth	0	1	2	3	1	4	1	flpgth	invgth			2	2	1	2	2	2	0	0	0	0	0	tors	hea1	item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	8	0	xxx	xxx	0	0	1
Chaos Armor	0	0	1	1	300	325	8	0	140	0	250	0	67	67	162672	1888411	xul	xul			ful	ful	ful	xul	uul	0	1	2	3	1	4	1	flpful	invful2			2	2	2	2	2	2	0	0	0	0	0	tors	hea1	item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	8	0	xxx	xxx	0	0	1
Ornate Armor	0	0	1	1	380	420	12	0	150	0	250	0	73	73	225120	2696482	xar	xar			aar	aar	aar	xar	uar	0	1	2	3	1	4	1	flpaar	invaar2	invxaru	invxaru	1	2	2	2	2	0	0	0	0	0	0	tors	hea1	item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	8	0	xxx	xxx	0	0	1
Mage Plate	0	0	1	1	200	225	6	0	56	0	250	0	64	64	118407	1327498	xtp	xtp			ltp	ltp	ltp	xtp	utp	0	1	2	3	1	4	1	flpltp	invltp			2	0	1	1	2	2	0	0	0	0	0	tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	8	0	xxx	xxx	0	0	1
Defender	0	0	1	1	25	25	1	0	40	17	250	0	30	30	23424	77123	xuc	xuc			buc	buc	buc	xuc	uuc	0	7	2	2	1	4	2	flpbuc	invbuc	invbucu	invbucu							0	0	0	0	0	shie		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	1	0	19	23	300		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	8	0	xxx	xxx	0	0	1
Round Shield	0	0	1	1	26	30	1	0	52	18	250	0	36	36	45362	103735	xml	xml			buc	buc	sml	xml	uml	0	7	2	2	1	4	2	flpsml	invsml	invxmlu	invxmlu							0	0	0	0	0	shie		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	1	0	23	28	300		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	5	0	xxx	xxx	0	0	1
Scutum	0	0	1	1	31	35	1	0	72	19	250	0	39	39	67342	148359	xrg	xrg			lrg	lrg	lrg	xrg	urg	0	7	2	3	1	4	2	flplrg	invlrg	invxrgu	invxrgu							0	0	0	0	0	shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	1	0	24	29	300		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	2	0	xxx	xxx	0	0	1
Dragon Shield	0	0	1	1	36	42	1	0	92	20	250	0	48	48	89753	189944	xit	xit			kit	kit	kit	xit	uit	0	7	2	3	1	4	2	flpkit	invkit	invkitu	invkitu							0	0	0	0	0	shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	1	0	28	34	300		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	2	0	xxx	xxx	0	0	1
Pavise	0	0	1	1	45	50	2	0	95	21	250	0	57	57	29550	278500	xow	xow			tow	tow	tow	xow	uow	0	7	2	3	1	4	2	flptow	invtow	invtowu	invtowu							0	0	0	0	0	shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	1	0	39	47	300		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	2	0	xxx	xxx	0	0	1
Ancient Shield	0	0	1	1	60	70	2	0	100	22	250	0	61	61	39220	422340	xts	xts			kit	kit	gts	xts	uts	0	7	2	4	1	4	2	flpgts	invgts	invgtsu	invgtsu							0	0	0	0	0	shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	1	0	43	53	300		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	2	0	xxx	xxx	0	0	1
Demonhide Gloves	0	0	1	1	15	15	0	0	20	0	250	0	33	33	8480	64102	xlg	xlg			lgl	lgl	lgl	xlg	ulg	0	16	2	2	0	0	0	flplgl	invlgl									0	0	0	0	0	glov		item_gloves	12	item_gloves	0	0	5	0	0	0	0	0	5	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	8	0	xxx	xxx	0	0	1
Sharkskin Gloves	0	0	1	1	16	20	0	0	20	0	250	0	39	39	11420	85063	xvg	xvg			vgl	vgl	vgl	xvg	uvg	0	16	2	2	0	0	0	flpvgl	invvgl									0	0	0	0	0	glov		item_gloves	12	item_gloves	0	0	5	0	0	0	0	0	5	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	8	0	xxx	xxx	0	0	1
Heavy Bracers	0	0	1	1	24	27	0	0	56	0	250	0	44	44	14111	114806	xmg	xmg			mgl	mgl	mgl	xmg	umg	0	16	2	2	0	0	0	flpmgl	invmgl									0	0	0	0	0	glov		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0	0	0	5	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	8	0	xxx	xxx	0	0	1
Battle Gauntlets	0	0	1	1	27	33	0	0	88	0	250	0	52	52	16913	161025	xtg	xtg			mgl	mgl	tgl	xtg	utg	0	16	2	2	0	0	0	flptgl	invtgl									0	0	0	0	0	glov		item_glovesmetal	12	item_glovesmetal	0	0	5	0	0	0	0	0	5	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	8	0	xxx	xxx	0	0	1
War Gauntlets	0	0	1	1	36	45	0	0	72	0	250	0	55	55	40000	200000	xhg	xhg			hgl	hgl	hgl	xhg	uhg	0	16	2	2	0	0	0	flphgl	invhgl									0	0	0	0	0	glov		item_glovesmetal	12	item_glovesmetal	0	0	5	0	0	0	0	0	5	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	8	0	xxx	xxx	0	0	1
Demonhide Boots	0	0	1	1	15	15	0	0	20	0	250	0	33	33	9230	64102	xlb	xlb			lbt	lbt	lbt	xlb	ulb	0	16	2	2	0	0	0	flplbt	invlbt									0	0	0	0	0	boot		item_boots	12	item_boots	0	0	5	0	0	0	0	0	6	0	42	52	150	150	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	8	0	xxx	xxx	0	0	1
Sharkskin Boots	0	0	1	1	16	20	0	0	48	0	250	0	39	39	11393	84859	xvb	xvb			vbt	vbt	vbt	xvb	uvb	0	16	2	2	0	0	0	flpvbt	invvbt									0	0	0	0	0	boot		item_boots	12	item_boots	0	0	5	0	0	0	0	0	6	0	48	58	150	150	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	8	0	xxx	xxx	0	0	1
Mesh Boots	0	0	1	1	24	27	0	0	64	0	250	0	44	44	14103	114742	xmb	xmb			mbt	mbt	mbt	xmb	umb	0	16	2	2	0	0	0	flpmbt	invmbt									0	0	0	0	0	boot		item_bootschain	12	item_bootschain	0	0	5	0	0	0	0	0	6	0	62	75	150	150	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	8	0	xxx	xxx	0	0	1
Battle Boots	0	0	1	1	27	33	0	0	96	0	250	0	52	52	16905	160950	xtb	xtb			mbt	mbt	tbt	xtb	utb	0	16	2	2	0	0	0	flptbt	invtbt									0	0	0	0	0	boot		item_bootsmetal	12	item_bootsmetal	0	0	5	0	0	0	0	0	6	0	78	96	150	150	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	8	0	xxx	xxx	0	0	1
War Boots	0	0	1	1	36	45	0	0	80	0	250	0	55	55	40000	200000	xhb	xhb			hbt	hbt	hbt	xhb	uhb	0	16	2	2	0	0	0	flphbt	invhbt									0	0	0	0	0	boot		item_bootsmetal	12	item_bootsmetal	0	0	5	0	0	0	0	0	6	0	88	108	150	150	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	8	0	xxx	xxx	0	0	1
Demonhide Sash	0	0	1	1	12	12	0	0	20	0	250	0	30	30	9304	64486	zlb	zlb			lbl	lbl	lbl	zlb	ulc	0	16	2	1	0	0	0	flplbl	invlbl									0	0	0	0	0	belt		item_lightarmor	12	item_lightarmor	0	0	5	0	0	6	0	0	4	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	8	0	xxx	xxx	0	0	1
Sharkskin Belt	0	0	1	1	16	16	0	0	20	0	250	0	36	36	10700	80809	zvb	zvb			vbl	vbl	vbl	zvb	uvc	0	16	2	1	0	0	0	flpvbl	invvbl									0	0	0	0	0	belt		item_belt	12	item_belt	0	0	5	0	0	6	0	0	4	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	8	0	xxx	xxx	0	0	1
Mesh Belt	0	0	1	1	20	20	0	0	56	0	250	0	44	44	13143	108261	zmb	zmb			mbl	mbl	mbl	zmb	umc	0	16	2	1	0	0	0	flpmbl	invmbl									0	0	0	0	0	belt		item_belt	12	item_belt	0	0	5	0	0	6	0	0	4	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	8	0	xxx	xxx	0	0	1
Battle Belt	0	0	1	1	24	24	0	0	72	0	250	0	48	48	15713	151185	ztb	ztb			mbl	mbl	tbl	ztb	utc	0	16	2	1	0	0	0	flptbl	invtbl									0	0	0	0	0	belt		item_belt	12	item_belt	0	0	5	0	0	6	0	0	4	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	8	0	xxx	xxx	0	0	1
War Belt	0	0	1	1	28	28	0	0	88	0	250	0	54	54	30000	160000	zhb	zhb			hbl	hbl	hbl	zhb	uhc	0	16	2	1	0	0	0	flphbl	invhbl									0	0	0	0	0	belt		item_belt	12	item_belt	0	0	5	0	0	6	0	0	4	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	8	0	xxx	xxx	0	0	1
Grim Helm	0	0	1	1	66	72	1	0	56	0	250	0	54	54	37683	348947	xh9	xh9			bhm	bhm	bhm	xh9	uh9	0	0	2	2	1	4	1	flpbhm	invbhm	invbhmu	invbhmu							0	0	0	0	0	helm		item_helm	12	item_helm	0	0	5	0	2	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	8	0	xxx	xxx	0	0	1
Grim Shield	0	0	1	1	50	60	1	0	56	22	250	0	54	54	39143	337523	xsh	xsh			bsh	bsh	bsh	xsh	ush	0	7	2	3	1	4	2	flpbsh	invbsh	invxshu	invxshu							0	0	0	0	0	shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	1	0	39	47	300		0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	8	0	xxx	xxx	0	0	1
Barbed Shield	0	0	1	1	50	60	1	0	56	22	250	0	45	45	23155	172324	xpk	xpk			spk	spk	spk	xpk	upk	0	7	2	3	1	4	2	flpspk	invspk	invxpku	invxpku							0	0	0	0	0	shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	1	0	34	41	300		0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	8	0	xxx	xxx	0	0	1
Expansion																																																																																																																																																																			
Wolf Head	100	0	1	1	8	11	0	0	16	0	250	0	7	0	364	4868	dr1	dr1			dr1	dr1	dr1	dr6	drb	0	0	2	2	1	4	1	flpdr1	invdr1									0	0	0	0	0	pelt		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255	5	5	1	2	1					1					255					255					255					255					255					255					255					255					255					255					255					255					20					255			8	8	0	dr6	drb	0	0	1
Hawk Helm	100	0	1	1	4	15	0	0	20	0	250	0	13	13	664	7840	dr2	dr2			dr4	dr4	dr2	dr7	drc	0	0	2	2	1	4	1	flpdr4	invdr2									0	0	0	0	0	pelt		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255	5	5	1	2	10					1					255					255					255					255					255					255					255					255					255					20					255			8	8	0	dr7	drc	0	0	1
Antlers	100	0	1	1	18	24	0	0	24	0	250	0	20	20	2832	21852	dr3	dr3			dr3	dr3	dr3	dr8	drd	0	0	2	2	1	4	1	flpdr3	invdr3									0	0	0	0	0	pelt		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255			1	2	20					1					255					255					255					255					255					255					20					255			8	8	0	dr8	drd	0	0	1
Falcon Mask	100	0	1	1	12	28	0	0	28	0	250	0	27	27	3332	29200	dr4	dr4			dr4	dr4	dr4	dr9	dre	0	0	2	2	1	4	1	flpdr4	invdr4									0	0	0	0	0	pelt		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					1					255					255			2	3	20					255			8	8	0	dr9	dre	0	0	1
Spirit Mask	100	0	1	1	22	35	0	0	32	0	250	0	33	33	5670	48550	dr5	dr5			dr1	dr1	dr5	dra	drf	0	0	2	2	1	4	1	flpdr1	invdr5									0	0	0	0	0	pelt		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	3	20					20			8	8	0	dra	drf	0	0	1
Jawbone Cap	100	0	1	1	10	15	0	0	24	0	250	0	7	0	320	4750	ba1	ba1		325	ba1	dr1	ba1	ba6	bab	0	0	2	2	1	4	1	flpba1	invba1									0	0	0	0	0	phlm		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255	5	5	1	2	1					1					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	8	0	ba6	bab	0	0	1
Fanged Helm	100	0	1	1	15	20	0	0	36	0	250	0	13	13	750	8250	ba2	ba2		325	ba1	bhm	ba2	ba7	bac	0	0	2	2	1	4	1	flpba1	invba2									0	0	0	0	0	phlm		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255	5	5	1	2	10					1					255					255					255					255					255					255					255					255					255					255					255			8	8	0	ba7	bac	0	0	1
Horned Helm	100	0	1	1	25	30	0	0	44	0	250	0	20	20	2750	20750	ba3	ba3		325	ba3	bhm	ba3	ba8	bad	0	0	2	2	1	4	1	flpba3	invba3									0	0	0	0	0	phlm		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255			1	2	20					1					255					255					255					255					255					255					255					255			8	8	0	ba8	bad	0	0	1
Assault Helmet	100	0	1	1	30	35	0	0	56	0	250	0	27	27	3420	29360	ba4	ba4		325	ba5	bhm	ba4	ba9	bae	0	0	2	2	1	4	1	flpba5	invba4									0	0	0	0	0	phlm		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					1					255					255			1	2	20			1	2	20			8	8	0	ba9	bae	0	0	1
Avenger Guard	100	0	1	1	35	50	0	0	64	0	250	0	33	33	5785	49280	ba5	ba5		325	ba5	bhm	ba5	baa	baf	0	0	2	2	1	4	1	flpba5	invba5									0	0	0	0	0	phlm		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20			1	2	20			8	8	0	baa	baf	0	0	1
Targe	100	0	1	1	8	12	0	0	16	10	250	0	7	0	384	6317	pa1	pa1		304	pa1	spk	pa1	pa6	pab	0	7	2	2	1	4	2	flppa1	invpa1									0	0	0	0	0	ashd		item_metalshield	12	item_metalshield	0	0	5	0	1	0	0	0	1	0	2	4	300		0	3					255					5	5	5	1	2	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	0	0	pa6	pab	0	0	1
Rondache	100	0	1	1	10	18	0	0	24	15	250	0	13	13	982	10517	pa2	pa2		304	pa1	spk	pa2	pa7	pac	0	7	2	2	1	4	2	flppa1	invpa2									0	0	0	0	0	ashd		item_metalshield	12	item_metalshield	0	0	5	0	2	0	0	0	1	0	3	10	300		0	3					255					255					255					255					10	5	5	1	2	1					255					255					255					255					255					255					255					255					255					255					255			8	0	0	pa7	pac	0	0	1
Heraldic Shield	100	0	1	1	16	26	0	0	40	20	250	0	20	20	2816	21240	pa3	pa3		304	pa3	spk	pa3	pa8	pad	0	7	2	4	1	4	2	flppa3	invpa3									0	0	0	0	0	ashd		item_metalshield	12	item_metalshield	0	0	5	0	3	0	0	0	1	0	4	17	300		0	3					255					255					255					255					255					255					255			1	2	20					1					255					255					255					255					255					255					255			1	2	20			8	0	0	pa8	pad	0	0	1
Aerin Shield	100	0	1	1	26	36	0	0	48	22	250	0	27	27	5158	43557	pa4	pa4		304	pa3	spk	pa4	pa9	pae	0	7	2	4	1	4	2	flppa3	invpa4									0	0	0	0	0	ashd		item_metalshield	12	item_metalshield	0	0	5	0	4	0	0	0	1	0	5	25	300		0	3					255					255					255					255					255					255					255					255					255					255					255					255					1					255					255			1	2	20			1	2	20			8	0	0	pa9	pae	0	0	1
Crown Shield	100	0	1	1	30	40	0	0	64	25	250	0	33	33	6935	82075	pa5	pa5		304	pa5	spk	pa5	paa	paf	0	7	2	2	1	4	2	flppa5	invpa5									0	0	0	0	0	ashd		item_metalshield	12	item_metalshield	0	0	5	0	5	0	0	0	1	0	8	33	300		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20			1	2	20			8	0	0	paa	paf	0	0	1
Preserved Head	100	0	1	1	2	5	0	0	12	5	250	0	7	0	128	4628	ne1	ne1		308	ne1	dr1	ne1	ne6	neb	0	10	2	2	1	4	2	flpne1	invne1									0	0	0	0	0	head		item_head	12	item_head	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255	5	5	1	2	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	0	0	ne6	neb	0	0	1
Zombie Head	100	0	1	1	4	8	0	0	16	10	250	0	13	13	418	7336	ne2	ne2		308	ne2	bhm	ne2	ne7	neg	0	10	2	2	1	4	2	flpne2	invne2									0	0	0	0	0	head		item_head	12	item_head	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					10	5	5	1	2	1					255					255					255					255					255					255					255					255					255					255					255			8	0	0	ne7	nec	0	0	1
Unraveller Head	100	0	1	1	6	10	0	0	16	15	250	0	20	20	1070	14780	ne3	ne3		308	ne3	bhm	ne3	ne8	ned	0	10	2	2	1	4	2	flpne3	invne3									0	0	0	0	0	head		item_head	12	item_head	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255			1	2	20					1					255					255					255					255					255					255			1	2	255			1	2	20			8	0	0	ne8	ned	0	0	1
Gargoyle Head	100	0	1	1	10	16	0	0	20	20	250	0	27	27	2164	23320	ne4	ne4		308	ne3	bhm	ne4	ne9	nee	0	10	2	2	1	4	2	flpne3	invne4									0	0	0	0	0	head		item_head	12	item_head	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					1					255					255			1	2	255			1	2	20			8	0	0	ne9	nee	0	0	1
Demon Head	100	0	1	1	15	20	0	0	24	22	250	0	33	33	3475	35350	ne5	ne5		308	ne2	bhm	ne5	nea	nef	0	10	2	2	1	4	2	flpne2	invne5									0	0	0	0	0	head		item_head	12	item_head	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	20			1	2	20			8	0	0	nea	nef	0	0	1
Circlet	100	0	1	1	25	35	0	0	0	0	250	0	46	46	12000	85625	ci0	ci0	3		lit	lit	ci0	ci1		0	0	2	2	1	4	1	flpci0	invci0									0	0	0	0	0	circ		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255			1	2	20					255					255					255					255					255					255					255			2	3	20					255			8	2	0	ci2	ci3	0	0	1
Coronet	100	0	1	1	45	60	0	0	0	0	250	0	55	55	23000	171250	ci1	ci1	7		lit	lit	ci1	ci2	ci3	0	0	2	2	1	4	1	flpci1	invci1									0	0	0	0	0	circ		item_helm	12	item_helm	0	0	5	0	1	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255			1	2	20					255					255					255					255					255					255					255			2	3	20					255			8	2	0	ci2	ci3	0	0	1
