name	type	type2	code	alternateGfx	namestr	version	compactsave	rarity	spawnable	mindam	maxdam	1or2handed	2handed	2handmindam	2handmaxdam	minmisdam	maxmisdam		rangeadder	speed	StrBonus	DexBonus	reqstr	reqdex	durability	nodurability	level	levelreq	cost	gamble cost	magic lvl	auto prefix	OpenBetaGfx	normcode	ubercode	ultracode	wclass	2handedwclass	component	hit class	invwidth	invheight	stackable	minstack	maxstack	spawnstack	flippyfile	invfile	uniqueinvfile	setinvfile	hasinv	gemsockets	gemapplytype	special	useable	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	quivered	lightradius	belt	quest	questdiffcheck	missiletype	durwarning	qntwarning	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	Nameable	PermStoreItem
Spetum	2Spe		spt	tri	spt	0		1	1				1	9	18			15	4		275	275	30	30	250		25	25	2975	8925		326	spr	spt	9st	7st	2ht	2ht	5	2ht	2	4					flpspt	invspt			1	6	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255	1	1	1	1	10					255					255					255					255					255					255					255	1	1	1	1	1					255					255					255					255					255			1	2	0	9st	7st	1	0
Pike	2Spe		pik	pik	pik	0		1	1				1	10	31			15	4	15	275	275	40	40	250		30	30	3300	9900		326	spr	pik	9p9	7p7	2ht	2ht	5	2ht	2	4					flppik	invpik			1	6	0	3 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255			2	2	20		1			255					255					255					255					255					255			1	8	0	9p9	7p7	1	0
Bardiche	pole		bar	hal	bar	0		1	1				1	3	16				4	10	350		20		250		6	0	3300	9900		326	hal	bar	9b7	7o7	stf	stf	5	2hsl	2	4					flpbar	invbar			1	5	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3			1	1	5	1	1	1	1	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	9b7	7o7	1	0
Voulge	pole		vou	hal	vou	0		1	1				1	5	14				4		350		32		250		10	10	3820	11460		326	hal	vou	9vo	7vo	stf	stf	5	2hsl	2	4					flpvou	invvou			1	5	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3	1	1	1	1	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	9vo	7vo	1	0
Scythe	pole		scy	scy	scy	0		1	1				1	7	14				4	-10	350		44		250		15	15	4340	13020		326	hal	scy	9s8	7s8	stf	stf	5	2hsl	2	4					flpscy	invscy	invscyu	invscyu	1	5	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255	1	1	1	1	10					255					255					255					255					255	1	1	1	1	10					255	1	1	1	1	1					255					255					255					255					255			1	2	0	9s8	7s8	1	0
Poleaxe	pole		pax	hal	pax	0		1	1				1	12	23				4	10	350		56		250		20	20	4860	14580			hal	pax	9pa	7pa	stf	stf	5	2hsl	2	4					flppax	invpax			1	5	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255	1	1	1	1	10					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	9pa	7pa	1	0
Halberd	pole		hal	pax	hal	0		1	1				1	9	27				4		350		72		250		24	24	5380	16140			hal	hal	9h9	7h7	stf	stf	5	2hsl	2	4					flphal	invhal			1	6	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255			1	2	20					255					255					255			1	1	20					255					255					255					255					255					255			1	2	0	9h9	7h7	1	0
War Scythe	pole		wsc	scy	wsc	0		1	1				1	10	22				4	-10	350		84		250		27	27	5900	17700			hal	wsc	9wc	7wc	stf	stf	5	2hsl	2	4					flpwsc	invwsc			1	6	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255			1	1	20					255					255					255					255			1	2	0	9wc	7wc	1	0
Short Staff	staf		sst	bst	sst	0		1	1				1	2	5				2	-10	350				250		1	0	440	1320	1		bst	sst	8ss	6ss	stf	stf	5	club	1	3					flpsst	invsst			1	3	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	5					255					255	5	5	2	3	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	8ss	6ss	1	0
Long Staff	staf		lst	sst	lst	0		1	1				1	3	7				2		350				250		8	8	1285	3855	1		bst	lst	8ls	6ls	stf	stf	5	staf	1	4					flplst	invlst			1	4	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	5					255					255	5	5	2	3	1					255					255			1	2	1					255					255					255					255					255					255					255					255					255					255					255			5	8	0	8ls	6ls	1	0
Gnarled Staff	staf		cst	cst	cst	0		1	1				1	4	9				2	10	350				250		13	13	1545	4635	1		bst	cst	8cs	6cs	stf	stf	5	staf	1	4					flpcst	invcst	invcstu	invcstu	1	4	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255			1	2	1					255					255					255					255					255					255					255					255					255					255			2	3	20			5	8	0	8cs	6cs	1	0
Battle Staff	staf		bst	sst	bst	0		1	1				1	5	9				2		350				250		19	19	1805	5415	1		bst	bst	8bs	6bs	stf	stf	5	staf	1	4					flpbst	invbst			1	4	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					1					255					255			3	6	1					255					255					255					255					255					255					255			2	3	20			5	8	0	8bs	6bs	1	0
War Staff	staf		wst	lst	wst	0		1	1				1	9	17				3	20	350				250		25	25	2130	6390	1		bst	wst	8ws	6ws	stf	stf	5	staf	2	4					flpwst	invwst			1	6	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255			3	6	1					255					255					255					255					255					255					255			2	3	20			5	8	0	8ws	6ws	1	0
Short Bow	bow		sbw	sbw	sbw	0		1	1				1	2	4			13		5		325		6	250		1	0	1350	4050			sbw	sbw	8sb	6sb	bow	bow	6	bow	2	3					flpsbw	invsbw			1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1			1	1	5	1	1	1	1	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	8sb	6sb	1	0
Hunter's Bow	bow		hbw	sbw	hbw	0		1	1				1	3	4			13		-10		325		14	250		5	5	2325	6975			sbw	hbw	8hb	6hb	bow	bow	6	bow	2	3					flphbw	invhbw			1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1	1	1	1	1	5	1	1	1	1	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	8hb	6hb	1	0
Long Bow	bow		lbw	lbw	lbw	0		1	1				1	3	7			13				325		20	250		8	8	2650	7950			sbw	lbw	8lb	6lb	bow	bow	6	bow	2	4					flplbw	invlbw			1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1	1	1	1	1	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	8lb	6lb	1	0
Composite Bow	bow		cbw	lbw	cbw	0		1	1				1	3	8			13		-10		325		30	250		12	12	2975	8925			sbw	cbw	8cb	6cb	bow	bow	6	bow	2	3					flpcbw	invcbw	invcbwu	invcbwu	1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255	1	1	1	1	10					255					255					255					255					255			1	1	10					255		1			255					255					255					255					255					255			5	8	0	8cb	6cb	1	0
Short Battle Bow	bow		sbb	sbb	sbb	0		1	1				1	4	9			13				325		38	250		16	16	3300	9900			sbw	sbb	8s8	6s7	bow	bow	6	bow	2	3					flpsbb	invsbb	invsbbu	invsbbu	1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255	1	1	1	1	10					255					255					255					255					255			1	1	10					255	1	1		1	1					255					255					255					255					255			5	8	0	8s8	6s7	1	0
Long Battle Bow	bow		lbb	lbb	lbb	0		1	1				1	4	10			13		10		325		48	250		20	20	3625	10875			sbw	lbb	8l8	6l7	bow	bow	6	bow	2	4					flplbb	invlbb			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255	1	1	1	1	10					255					255					255					255					255					255					255	1	1		1	1					255					255					255					255					255			5	8	0	8l8	6l7	1	0
Short War Bow	bow		swb	sbb	swb	0		1	1				1	5	10			13				325		58	250		24	24	3950	11850			sbw	swb	8sw	6sw	bow	bow	6	bow	2	3					flpswb	invswb	invswbu	invswbu	1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255			2	2	20		1		1	1					255					255					255					255					255			5	8	0	8sw	6sw	1	0
Long War Bow	bow		lwb	lbb	lwb	0		1	1				1	4	12			13		10		325		70	250		30	30	4405	13215			sbw	lwb	8lw	6lw	bow	bow	6	bow	2	4					flplwb	invlwb			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255			2	2	20					255					255					255					255					255					255			5	8	0	8lw	6lw	1	0
Light Crossbow	xbow		lxb	lxb	lxb	0		1	1				1	4	5					-40		325		16	250		7	0	2195	6585		322	lxb	lxb	8lx	6lx	xbw	xbw	5	xbow	2	3					flplxb	invlxb	invlxbu	invlxbu	1	5	0	reload lag between shots	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1	1	1	1	1	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	8lx	6lx	1	0
Crossbow	xbow		mxb	lxb	mxb	0		1	1				1	7	9							325		36	250		16	16	2780	8340		322	lxb	mxb	8mx	6mx	xbw	xbw	5	xbow	2	3					flpmxb	invmxb	invmxbu	invmxbu	1	5	0	reload lag between shots	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					255					255					255	1	1	1	1	10					255					255					255					255					255			1	1	10					255	1	1		1	1					255					255					255					255					255			5	8	0	8mx	6mx	1	0
Heavy Crossbow	xbow		hxb	hxb	hxb	0		1	1				1	12	17					10		325		56	250		27	27	3430	10290		322	lxb	hxb	8hx	6hx	xbw	xbw	5	xbow	2	4					flphxb	invhxb	invhxbu	invhxbu	1	6	0	reload lag between shots	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255			1	1	20		1		1	1					255					255					255					255					255			5	8	0	8hx	6hx	1	0
Repeating Crossbow	xbow		rxb	hxb	rxb	0		1	1				1	8	12					-30		325		74	250		24	24	4080	12240		322	lxb	rxb	8rx	6rx	xbw	xbw	5	xbow	2	3					flprxb	invrxb	invrxbu	invrxbu	1	5	0	fires 5 shots before reload	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	20					255					255					255			5	8	0	8rx	6rx	1	0
Rancid Gas Potion	tpot		gps	gpl	gps	0		1	1	0	1														2	1	32	32	100	600			gpl	gps			1ht	1ht	5	hth	1	1	1	5	500	5	flpgpl	invgpl					0		0	item_potion	14	item_potion	0	0	5	0	1	0			49	7	3	0	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx	0	1
Oil Potion	tpot		ops	opl	ops	0		1	1	0	1														2	1	28	28	100	150			opl	ops			1ht	1ht	5	hth	1	1	1	5	500	5	flpopl	invopl					0		0	item_potion	14	item_potion	0	0	5	0	1	0			46	7	3	0	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx	0	1
Choking Gas Potion	tpot		gpm	gps	gpm	0		1	1	0	1														2	1	20	20	60	360			gps	gpm			1ht	1ht	5	hth	1	1	1	5	500	5	flpgps	invgpm					0		0	item_potion	14	item_potion	0	0	5	0	1	0			48	7	3	0	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx	0	1
Exploding Potion	tpot		opm	opl	opm	0		1	1	0	1														2	1	16	16	20	45			opl	opm			1ht	1ht	5	hth	1	1	1	5	500	5	flpops	invopm					0		0	item_potion	14	item_potion	0	0	5	0	1	0			45	7	3	0	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx	0	1
Strangling Gas Potion	tpot		gpl	gps	gpl	0		1	1	0	1														2	1	8	8	30	120			gps	gpl			1ht	1ht	5	hth	1	1	1	5	500	5	flpgps	invgps					0		0	item_potion	14	item_potion	0	0	5	0	1	0			47	7	3	0	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx	0	1
Fulminating Potion	tpot		opl	ops	opl	0		1	1	0	1														2	1	4	0	50	90			ops	opl			1ht	1ht	5	hth	1	1	1	5	500	5	flpops	invops					0		0	item_potion	14	item_potion	0	0	5	0	1	0			44	7	3	0	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx	0	1
decoy dagger	knif		d33	dgr	d33	0		1		1	2									-20	100		16	20	250		0	0	666	1998			dgr			d33	1ht	1ht	5	1ht	1	2					flpd33	invd33					0		0	item_smallmetalweapon	12	item_smallmetalweapon	1	0	5	0	0	0	18	1	0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	0	0
Gidbinn	knif		g33	dgr	g33	0		1		1	3									-20	100		16	24	250		0	0	666	1998			dgr			g33	1ht	1ht	5	1ht	1	2					flpg33	invg33					0		0	item_smallmetalweapon	12	item_smallmetalweapon	1	0	5	0	0	0	18	1	0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	0	0
Wirt's Leg	club		leg	clb	leg	0		1		5	8									-30	100				250		20	20	20	60			clb			leg	1hs	1hs	5	1hsl	1	3					flpleg	invleg			1	3	0		0	item_staff	12	item_staff	1	0	5	0	0	0	1	1	0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Horadric Malus	hamm		hdm	whm	hdm	0		1		3	5									20	100		16	16	250		0	0	600	1800			whm			hdm	1hs	1hs	5	1hsl	1	2					flphmr	invhmr					0		0	item_sword	12	item_sword	1	0	5	0	0	0	4	1	0	7	0	0	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	0	0
Hellforge Hammer	hamm		hfh	whm	hfh	0		1		3	5										100				250		0	0	600	1800			whm			hfh	1hs	1hs	5	1hsl	2	3					flphmr	invhfh			1	5	0		0	item_sword	12	item_sword	1	0	5	0	0	0	25	1	0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	1	xxx	xxx	0	0
Horadric Staff	staf		hst	bst	hst	0		1					1	3	5				2		100		32		250		0	0	1350	4050			bst			hst	stf	stf	5	staf	1	4					flphst	invhst					0	magically charged	0	item_staff	12	item_staff	1	0	5	0	0	0	10	1	0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	1	xxx	xxx	0	0
Staff of the Kings	staf		msf	bst	msf	0		1					1	3	4				2		100		24		250		0	0	1025	3075			bst			msf	stf	stf	5	staf	1	3					flpmsf	invmsf					0	magically charged	0	item_staff	12	item_staff	1	0	5	0	0	0	10	1	0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	1	xxx	xxx	0	0
Hatchet	axe		9ha	hax	9ha	0		1	1	8	19								1		250		74		250		32	32	3750	11250			hax	hax	9ha	7ha	1hs	1hs	5	1hsl	1	3					flphax	invhax	invhaxu	invhaxu	1	3	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			35	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255			1	1	20					255					255					255					255			1	2	0	7ha	7ha	1	0
Cleaver	axe		9ax	axe	9ax	0		1	1	8	24								1	10	250		78		250		37	37	4300	12900			axe	axe	9ax	7ax	1hs	1hs	5	1hsl	2	3					flpaxe	invaxe	invaxeu	invaxeu	1	5	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255			1	1	20					255					255					255					255			1	2	0	7ax	7ax	1	0
Twin Axe	axe		92a	axe	92a	0		1	1	11	26								1	10	250		86		250		43	43	4850	14550			axe	2ax	92a	72a	1hs	1hs	5	1hsl	2	3					flp2ax	inv2ax			1	5	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	10					255					255			1	2	0	72a	72a	1	0
Crowbill	axe		9mp	axe	9mp	0		1	1	12	25								1	-10	250		96		250		49	49	5450	16350			axe	mpi	9mp	7mp	1hs	1hs	5	1hsl	2	3					flpmpi	invmpi	invmpiu	invmpiu	1	5	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	10					255					255			1	2	0	7mp	7mp	1	0
Naga	axe		9wa	axe	9wa	0		1	1	13	28								2		250		102		250		55	55	6000	18000			axe	wax	9wa	7wa	1hs	1hs	5	1hsl	2	3					flpwax	invwax			1	5	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	10					255					255			1	2	0	xxx	7wa	1	0
Military Axe	2Axe		9la	lax	9la	0		1	1				1	14	31				3	-10	350		86		250		34	34	5380	16140			lax	lax	9la	7la	stf	stf	5	2hsl	2	3					flplax	invlax			1	5	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255			1	1	20					255					255					255					255			1	2	0	7la	7la	1	0
Bearded Axe 	2Axe		9ba	lax	9ba	0		1	1				1	17	35				3		350		92		250		40	40	6160	18480			lax	bax	9ba	7ba	stf	stf	5	2hsl	2	3					flpbrx	invbrx			1	5	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255			1	1	20					255					255					255					255			1	2	0	7ba	7ba	1	0
Tabar	2Axe		9bt	btx	9bt	0		1	1				1	19	49				3	10	350		104		250		46	46	6680	20040			btx	btx	9bt	7bt	stf	stf	5	2hsl	2	3					flpbtx	invbtx	inv9btu	inv9btu	1	5	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	10					255					255			1	2	0	7bt	7bt	1	0
Gothic Axe	2Axe		9ga	btx	9ga	0		1	1				1	18	50				3	-10	350		112		250		52	52	7330	21990			btx	gax	9ga	7ga	stf	stf	5	2hsl	2	4					flpgax	invgax	invgaxu	invgaxu	1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	10					255					255			1	2	0	7ga	7ga	1	0
Ancient Axe	2Axe		9gi	gix	9gi	0		1	1				1	36	58				3	10	350		120		250		58	58	7980	23940			gix	gix	9gi	7gi	stf	stf	5	2hsl	2	3					flpgix	invgix	inv9giu	inv9giu	1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	10					255					255			1	2	0	xxx	7gi	1	0
Burnt Wand	wan2		9wn	wnd	9wn	0		1	1	4	10								0	-10	225	225			250		32	32	1900	5700	1		wnd	wnd	9wn	7wn	1hs	1hs	5	1hss	1	2					flpwnd	invwnd			1	2	0	magically charged	0	item_wand	12	item_wand	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	20					255					255					255			5	8	0	7wn	7wn	1	0
Petrified Wand	wan2		9yw	ywn	9yw	0		1	1	4	11								0	-5	225	225			250		43	43	2300	6900	1		ywn	ywn	9yw	7yw	1hs	1hs	5	1hss	1	2					flpywn	invywn			1	2	0	magically charged	0	item_wand	12	item_wand	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255			2	4	20					255					255					255			5	8	0	7yw	7yw	1	0
Tomb Wand	wan2		9bw	bwn	9bw	0		1	1	5	17								0	-30	225	225			250		52	52	2650	7950	1		bwn	bwn	9bw	7bw	1hs	1hs	5	1hss	1	2					flpbwn	invbwn	invbwnu	invbwnu	1	2	0	magically charged	0	item_wand	12	item_wand	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	3	20			1	2	0	7bw	7bw	1	0
Grave Wand	wan2		9gw	bwn	9gw	0		1	1	7	20								0	-20	225	225			250		58	58	2950	8850	1		bwn	gwn	9gw	7gw	1hs	1hs	5	1hss	1	2					flpgwn	invgwn	inv9gwu	inv9gwu	1	2	0	magically charged	0	item_wand	12	item_wand	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	3	20			1	2	0	xxx	7gw	1	0
Cudgel	club		9cl	clb	9cl	0		1	1	7	22								1	-10	250		72		250		31	31	3750	11250			clb	clb	9cl	7cl	1hs	1hs	5	club	1	3					flpclb	invclb2			1	3	0		0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	20					255					255					255			1	2	0	7cl	7cl	1	0
Rune Scepter	sce2		9sc	mac	9sc	0		1	1	8	22								1		250		74		250		34	34	4100	12300			mac	scp	9sc	7sc	1hs	1hs	5	club	1	3					flpscp	invscp			1	3	0	magically charged	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	20					255					255					255			1	2	0	7sc	7sc	1	0
Holy Water Sprinkler	sce2		9qs	mac	9qs	0		1	1	10	24								1	10	250		92		250		43	43	5150	15450			mac	gsc	9qs	7qs	1hs	1hs	5	club	1	3					flpgsc	invgsc2	invgsc2u		1	3	0	magically charged	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	3	20			1	2	0	7qs	7qs	1	0
Divine Scepter	sce2		9ws	whm	9ws	0		1	1	12	24								2	-10	250		102		250		58	58	6200	18600			whm	wsp	9ws	7ws	1hs	1hs	5	club	2	3					flpwsp	invwsp			1	5	0	magically charged	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	3	20			1	2	0	xxx	7ws	1	0
Barbed Club	club		9sp	clb	9sp	0		1	1	8	23								1		250		74		250		34	34	4250	12750			clb	spc	9sp	7sp	1hs	1hs	5	1hsl	1	3					flpspc	invspc2			1	3	0		0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255			1	1	20					255					255					255					255			1	2	0	7sp	7sp	1	0
Flanged Mace	mace		9ma	mac	9ma	0		1	1	11	24								1		250		80		250		40	40	4750	14250			mac	mac	9ma	7ma	1hs	1hs	5	1hsl	1	3					flpmac	invmac			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255			1	1	20					255					255					255					255			1	2	0	7ma	7ma	1	0
Jagged Star	mace		9mt	mac	9mt	0		1	1	12	25								1	10	250		88		250		43	43	5200	15600			mac	mst	9mt	7mt	1hs	1hs	5	1hsl	1	3					flpmst	invmst	invmstu	invmstu	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	10					255					255			1	2	0	7mt	7mt	1	0
Knout	mace		9fl	fla	9fl	0		1	1	8	26								2	-10	250		96		250		49	49	5700	17100			fla	fla	9fl	7fl	1hs	1hs	5	1hsl	2	3					flpfla	invfla			1	5	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	10					255					255			1	2	0	7fl	7fl	1	0
Battle Hammer	hamm		9wh	whm	9wh	0		1	1	17	30								2	20	250		104		250		55	55	6200	18600			whm	whm	9wh	7wh	1hs	1hs	5	1hsl	2	3					flpwhm	invwhm			1	5	0		0	item_sword	12	item_sword	0	0	5	0	0	0			178	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	10					255					255			1	2	0	xxx	7wh	1	0
War Club	2Ham		9m9	mau	9m9	0		1	1				1	35	45				3	20	350		110		250		52	52	5250	15750			mau	mau	9m9	7m7	stf	stf	5	2hsl	2	4					flpmau	invmau2			1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	10					255					255			1	2	0	7m7	7m7	1	0
Martel de Fer	2Ham		9gm	mau	9gm	0		1	1				1	40	65				3	30	350		128		250		58	58	7200	21600			mau	gma	9gm	7gm	stf	stf	5	2hsl	2	3					flpgma	invgma2	inv9gmu	invgma2	1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	7gm	1	0
Gladius	swor		9ss	ssd	9ss	0		1	1	8	17								1	-20	250		72		250		31	31	3750	11250			ssd	ssd	9ss	7ss	1hs	1hs	5	1hsl	1	3					flpssd	invssd			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255			1	1	20					255			1	1	10					255					255			1	2	0	7ss	7ss	1	0
