description	enabled	ladder	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
r18 + r22 + exceptional crafted armor -> elite crafted armor	1			100					4	armo,exc,crf	r18	r22	zas				useitem,mod,eli				levelreq			2	2																																																																															0
r17 + r23 + exceptional crafted weapon -> elite crafted weapon	1			100					4	weap,exc,crf	r17	r23	zas				useitem,mod,eli				levelreq			2	2																																																																															0
r17 + r23 + exceptional crafted armor -> elite crafted armor	1			100					4	armo,exc,crf	r17	r23	zas				useitem,mod,eli				levelreq			2	2																																																																															0
r08 + r12 + basic unique weapon -> exceptional crafted unique	1			100					4	weap,bas,uni	r08	r12	zas				useitem,mod,exc				levelreq			6	6																																																																															0
r08 + r12 +  basic unique armor -> exceptional unique armor	1			100					4	armo,bas,uni	r08	r12	zas				useitem,mod,exc				levelreq			6	6																																																																															0
r07 + r13 + basic unique weapon -> exceptional unique weapon	1			100					4	weap,bas,uni	r07	r13	zas				useitem,mod,exc				levelreq			6	6																																																																															0
r07 + r13 +  basic unique armor -> exceptional unique armor	1			100					4	armo,bas,uni	r07	r13	zas				useitem,mod,exc				levelreq			6	6																																																																															0
r07 + r13 + basic unique weapon -> exceptional unique weapon	1			100					4	weap,bas,uni	r09	r11	zas				useitem,mod,exc				levelreq			6	6																																																																															0
r07 + r13 +  basic unique armor -> exceptional unique armor	1			100					4	armo,bas,uni	r09	r11	zas				useitem,mod,exc				levelreq			6	6																																																																															0
r06 + r14 + basic unique weapon -> exceptional unique weapon	1			100					4	weap,bas,uni	r06	r14	zas				useitem,mod,exc				levelreq			6	6																																																																															0
r06 + r14 +  basic unique armor -> exceptional unique armor	1			100					4	armo,bas,uni	r06	r14	zas				useitem,mod,exc				levelreq			6	6																																																																															0
r18 + r22 + exceptional unique weapon -> elite unique weapon	1			100					4	weap,exc,uni	r18	r22	zas				useitem,mod,eli				levelreq			2	2																																																																															0
r18 + r22 + exceptional unique armor -> elite unique armor	1			100					4	armo,exc,uni	r18	r22	zas				useitem,mod,eli				levelreq			2	2																																																																															0
r17 + r23 + exceptional unique weapon -> elite unique weapon	1			100					4	weap,exc,uni	r17	r23	zas				useitem,mod,eli				levelreq			2	2																																																																															0
r17 + r23 + exceptional unique armor -> elite unique armor	1			100					4	armo,exc,uni	r17	r23	zas				useitem,mod,eli				levelreq			2	2																																																																															0
r08 + r12 + basic set weapon -> exceptional set weapon	1			100					4	weap,bas,set	r08	r12	zas				useitem,mod,exc				levelreq			6	2																																																																															0
r08 + r12 +  basic set armor -> exceptional set armor	1			100					4	armo,bas,set	r08	r12	zas				useitem,mod,exc				levelreq			6	6																																																																															0
r07 + r13 + basic set weapon -> exceptional set weapon	1			100					4	weap,bas,set	r07	r13	zas				useitem,mod,exc				levelreq			6	6																																																																															0
r07 + r13 +  basic set armor -> exceptional set armor	1			100					4	armo,bas,set	r07	r13	zas				useitem,mod,exc				levelreq			6	6																																																																															0
r07 + r13 + basic set weapon -> exceptional set weapon	1			100					4	weap,bas,set	r09	r11	zas				useitem,mod,exc				levelreq			6	6																																																																															0
r07 + r13 +  basic set armor -> exceptional set armor	1			100					4	armo,bas,set	r09	r11	zas				useitem,mod,exc				levelreq			6	6																																																																															0
r06 + r14 + basic set weapon -> exceptional set weapon	1			100					4	weap,bas,set	r06	r14	zas				useitem,mod,exc				levelreq			6	6																																																																															0
r06 + r14 +  basic set armor -> exceptional set armor	1			100					4	armo,bas,set	r06	r14	zas				useitem,mod,exc				levelreq			6	6																																																																															0
r18 + r22 + exceptional set weapon -> elite set weapon	1			100					4	weap,exc,set	r18	r22	zas				useitem,mod,eli				levelreq			2	2																																																																															0
r18 + r22 + exceptional set armor -> elite set armor	1			100					4	armo,exc,set	r18	r22	zas				useitem,mod,eli				levelreq			2	2																																																																															0
r17 + r23 + exceptional set weapon -> elite set weapon	1			100					4	weap,exc,set	r17	r23	zas				useitem,mod,eli				levelreq			2	2																																																																															0
r17 + r23 + exceptional set armor -> elite set armor	1			100					4	armo,exc,set	r17	r23	zas				useitem,mod,eli				levelreq			2	2																																																																															0
3 Mithril Hammer -> 1 Adamant Hammer	1			100					3	9as,qty=3							zas																																																																																							0
Mithril Eth Weapon	1			100					2	weap,mag,eth	6as,qty=1						usetype,mag,eth			100																																																																																				0
Adamant Eth Weapon	1			100					2	weap,rar,eth	7as,qty=1						usetype,rar,eth			100																																																																																				0
Mithril Eth Armor	1			100					2	armo,mag,eth	6as,qty=1						usetype,mag,eth			100																																																																																				0
AdamantEth  Armor	1			100					2	armo,rar,eth	7as,qty=1						usetype,rar,eth			100																																																																																				0
3 rings -> ramulet	1			100					3	rin,rar,qty=3							amu,rar		100																																																																																					0
3 amulets -> ring	1			100					3	amu,rar,qty=3							rin,rar		100																																																																																					0
5 Keys -> Final Key	1		2	100	28				5	key1	key2	key3	key4	key5			EvilKey																																																																																							0
magic + perfect sapphire -> power	1			100					4	helm,mag,bas	gpb	zas	jew				usetype,crf		50	50	dmg-min			2	3	dmg-max			4	6																																																																										0
magic + perfect sapphire -> power	1			100					4	boot,mag,bas	gpb	zas	jew				usetype,crf		50	50	dmg-min			2	3	dmg-max			4	6																																																																										0
magic + perfect sapphire -> power	1			100					4	glov,mag,bas	gpb	zas	jew				usetype,crf		50	50	dmg-min			2	3	dmg-max			4	6																																																																										0
magic + perfect sapphire -> power	1			100					4	belt,mag,bas	gpb	zas	jew				usetype,crf		50	50	dmg-min			2	3	dmg-max			4	6																																																																										0
magic + perfect sapphire -> power	1			100					4	shld,mag,bas	gpb	zas	jew				usetype,crf		50	50	dmg-min			2	3	dmg-max			4	6																																																																										0
magic + perfect sapphire -> power	1			100					4	tors,mag,bas	gpb	zas	jew				usetype,crf		50	50	dmg-min			2	3	dmg-max			4	6																																																																										0
magic + perfect sapphire -> power	1			100					4	amul,mag	gpb	zas	jew				usetype,crf		50	50	dmg-min			2	3	dmg-max			4	6																																																																										0
magic + perfect sapphire -> power	1			100					4	ring,mag	gpb	zas	jew				usetype,crf		50	50	dmg-min			2	3	dmg-max			4	6																																																																										0
magic + perfect sapphire -> power	1			100					4	weap,mag,bas	gpb	zas	jew				usetype,crf		50	50	dmg-min			2	3	dmg-max			4	6																																																																										0
magic + perfect ruby -> blood	1			100					4	helm,mag,bas	gpr	zas	jew				usetype,crf		50	50	lifesteal			2	3	hp			20	25																																																																										0
magic + perfect ruby -> blood	1			100					4	boot,mag,bas	gpr	zas	jew				usetype,crf		50	50	lifesteal			2	3	hp			20	25																																																																										0
magic + perfect ruby -> blood	1			100					4	glov,mag,bas	gpr	zas	jew				usetype,crf		50	50	lifesteal			2	3	hp			20	25																																																																										0
magic + perfect ruby -> blood	1			100					4	belt,mag,bas	gpr	zas	jew				usetype,crf		50	50	lifesteal			2	3	hp			20	25																																																																										0
magic + perfect ruby -> blood	1			100					4	shld,mag,bas	gpr	zas	jew				usetype,crf		50	50	lifesteal			2	3	hp			20	25																																																																										0
magic + perfect ruby -> blood	1			100					4	tors,mag,bas	gpr	zas	jew				usetype,crf		50	50	lifesteal			2	3	hp			20	25																																																																										0
magic + perfect ruby -> blood	1			100					4	amul,mag	gpr	zas	jew				usetype,crf		50	50	lifesteal			2	3	hp			20	25																																																																										0
magic + perfect ruby -> blood	1			100					4	ring,mag	gpr	zas	jew				usetype,crf		50	50	lifesteal			2	3	hp			20	25																																																																										0
magic + perfect ruby -> blood	1			100					4	weap,mag,bas	gpr	zas	jew				usetype,crf		50	50	lifesteal			2	3	hp			20	25																																																																										0
magic + perfect amethyst -> caster	1			100					4	helm,mag,bas	gpv	zas	jew				usetype,crf		50	50	cast2			10	15	res-all			8	10																																																																										0
magic + perfect amethyst -> caster	1			100					4	boot,mag,bas	gpv	zas	jew				usetype,crf		50	50	cast2			10	15	res-all			8	10																																																																										0
magic + perfect amethyst -> caster	1			100					4	glov,mag,bas	gpv	zas	jew				usetype,crf		50	50	cast2			10	15	res-all			8	10																																																																										0
magic + perfect amethyst -> caster	1			100					4	belt,mag,bas	gpv	zas	jew				usetype,crf		50	50	cast2			10	15	res-all			8	10																																																																										0
magic + perfect amethyst -> caster	1			100					4	shld,mag,bas	gpv	zas	jew				usetype,crf		50	50	cast2			10	15	res-all			8	10	allskills			0	1																																																																					0
magic + perfect amethyst -> caster	1			100					4	tors,mag,bas	gpv	zas	jew				usetype,crf		50	50	cast2			10	15	res-all			8	10																																																																										0
magic + perfect amethyst -> caster	1			100					4	amul,mag	gpv	zas	jew				usetype,crf		50	50	cast2			10	15	res-all			4	6																																																																										0
magic + perfect amethyst -> caster	1			100					4	ring,mag	gpv	zas	jew				usetype,crf		50	50	cast2			10	15	res-all			4	6																																																																										0
magic + perfect amethyst -> caster	1			100					4	ajav,mag,bas	gpv	zas	jew				usetype,crf		50	50	pierce			40	50	res-all			8	10																																																																										0
magic + perfect amethyst -> caster	1			100					4	weap,mag,bas	gpv	zas	jew				usetype,crf		50	50	cast2			20	30	mana%			20	30	allskills			0	1																																																																					0
magic + perfect emerald -> safety	1			100					4	helm,mag,bas	gpg	zas	jew				usetype,crf		50	50	red-dmg%			5	6	res-ltng			15	20																																																																										0
magic + perfect emerald -> safety	1			100					4	boot,mag,bas	gpg	zas	jew				usetype,crf		50	50	red-dmg%			5	6	res-fire			15	20																																																																										0
magic + perfect emerald -> safety	1			100					4	glov,mag,bas	gpg	zas	jew				usetype,crf		50	50	red-dmg%			5	6	res-cold			15	20																																																																										0
magic + perfect emerald -> safety	1			100					4	belt,mag,bas	gpg	zas	jew				usetype,crf		50	50	red-dmg%			5	6	res-pois			15	20																																																																										0
magic + perfect emerald -> safety	1			100					4	shld,mag,bas	gpg	zas	jew				usetype,crf		50	50	red-dmg%			8	10	block			10	20																																																																										0
magic + perfect emerald -> safety	1			100					4	tors,mag,bas	gpg	zas	jew				usetype,crf		50	50	red-dmg%			8	10	block			10	20																																																																										0
magic + perfect emerald -> safety	1			100					4	amul,mag	gpg	zas	jew				usetype,crf		50	50	red-dmg%			5	6	res-pois-len			30	40																																																																										0
magic + perfect emerald -> safety	1			100					4	ring,mag	gpg	zas	jew				usetype,crf		50	50	red-mag			10	15	res-pois-len			30	40	vit			4	6																																																																					0
magic + perfect emerald -> safety	1			100					4	weap,mag,bas	gpg	zas	jew				usetype,crf		50	50	red-dmg%			5	6	vit			10	15																																																																										0
magic + perfect skull -> death	1			100					4	helm,mag,bas	skz	zas	jew				usetype,crf		50	50	deadly			6	7	swing2			10	15	heal-kill			15	25																																																																					0
magic + perfect skull -> death	1			100					4	boot,mag,bas	skz	zas	jew				usetype,crf		50	50	deadly			6	7	swing2			10	15	heal-kill			15	25																																																																					0
magic + perfect skull -> death	1			100					4	glov,mag,bas	skz	zas	jew				usetype,crf		50	50	deadly			6	7	swing2			10	15	heal-kill			15	25																																																																					0
magic + perfect skull -> death	1			100					4	belt,mag,bas	skz	zas	jew				usetype,crf		50	50	deadly			6	7	swing2			10	15	heal-kill			15	25																																																																					0
magic + perfect skull -> death	1			100					4	shld,mag,bas	skz	zas	jew				usetype,crf		50	50	deadly			6	7	swing2			10	15	block			10	20	abs-mag%			2	2																																																																0
magic + perfect skull -> death	1			100					4	tors,mag,bas	skz	zas	jew				usetype,crf		50	50	deadly			6	7	swing2			10	15	heal-kill			15	25																																																																					0
magic + perfect skull -> death	1			100					4	amul,mag	skz	zas	jew				usetype,crf		50	50	deadly			6	7	swing2			10	15	heal-kill			15	25																																																																					0
magic + perfect skull -> death	1			100					4	ring,mag	skz	zas	jew				usetype,crf		50	50	deadly			6	7	swing2			10	15	heal-kill			15	25																																																																					0
magic + perfect skull -> death	1			100					4	weap,mag,bas	skz	zas	jew				usetype,crf		50	50	deadly			6	7	swing2			20	30																																																																										0
magic + perfect topaz -> elemental	1			100					4	helm,mag,bas	gpy	zas	jew				usetype,crf		50	50	gold%			30	40	balance1			10	20	move1			10	20																																																																					0
magic + perfect topaz -> elemental	1			100					4	shld,mag,bas	gpy	zas	jew				usetype,crf		50	50	gold%			30	40	balance1			10	20	move1			10	20	block			10	20																																																																0
magic + perfect topaz -> elemental	1			100					4	glov,mag,bas	gpy	zas	jew				usetype,crf		50	50	gold%			30	40	balance1			10	20	move1			10	20																																																																					0
magic + perfect topaz -> elemental	1			100					4	belt,mag,bas	gpy	zas	jew				usetype,crf		50	50	gold%			30	40	balance1			10	20	move1			10	20																																																																					0
magic + perfect topaz -> elemental	1			100					4	boot,mag,bas	gpy	zas	jew				usetype,crf		50	50	gold%			30	40	balance1			10	20	move1			10	20																																																																					0
magic + perfect topaz -> elemental	1			100					4	tors,mag,bas	gpy	zas	jew				usetype,crf		50	50	gold%			30	40	balance1			10	20	move1			10	20																																																																					0
magic + perfect topaz -> elemental	1			100					4	amul,mag	gpy	zas	jew				usetype,crf		50	50	gold%			30	40	balance1			10	20	move1			10	20																																																																					0
magic + perfect topaz -> elemental	1			100					4	ring,mag	gpy	zas	jew				usetype,crf		50	50	gold%			30	40	balance1			10	20	move1			10	20																																																																					0
magic + perfect topaz -> elemental	1			100					4	weap,mag,bas	gpy	zas	jew				usetype,crf		50	50	gold%			30	40	balance1			10	20	move1			10	20	allskills			1	1																																																																0
magic + perfect diamond  -> holy	1			100					4	helm,mag,bas	gpw	zas	jew				usetype,crf		50	50	hpregen/lvl		5			res-mag			12	16																																																																										0
magic + perfect diamond  -> holy	1			100					4	boot,mag,bas	gpw	zas	jew				usetype,crf		50	50	hpregen/lvl		5			res-mag			12	16																																																																										0
magic + perfect diamond  -> holy	1			100					4	glov,mag,bas	gpw	zas	jew				usetype,crf		50	50	hpregen/lvl		5			res-mag			12	16																																																																										0
magic + perfect diamond  -> holy	1			100					4	belt,mag,bas	gpw	zas	jew				usetype,crf		50	50	hpregen/lvl		5			res-mag			12	16																																																																										0
magic + perfect diamond  -> holy	1			100					4	shld,mag,bas	gpw	zas	jew				usetype,crf		50	50	hpregen/lvl		5			res-mag			12	16	block			10	20																																																																					0
magic + perfect diamond  -> holy	1			100					4	tors,mag,bas	gpw	zas	jew				usetype,crf		50	50	hpregen/lvl		5			res-mag			12	16																																																																										0
magic + perfect diamond  -> holy	1			100					4	amul,mag	gpw	zas	jew				usetype,crf		50	50	rip			1	1	res-mag			12	16	noheal			1	1																																																																					0
magic + perfect diamond  -> holy	1			100					4	ring,mag	gpw	zas	jew				usetype,crf		50	50	nofreeze			1	1	res-mag			12	16	att			50	100																																																																					0
magic + perfect diamond  -> holy	1			100					4	weap,mag,bas	gpw	zas	jew				usetype,crf		50	50	resistcurse			5	10	res-mag			12	16	dmg-mag			100	200																																																																					0
magic + starstone sapphire -> power	1			100					4	helm,mag,exc	g6b	zas	jew				usetype,crf		50	50	dmg-min			4	6	dmg-max			8	10																																																																										0
magic + starstone sapphire -> power	1			100					4	boot,mag,exc	g6b	zas	jew				usetype,crf		50	50	dmg-min			4	6	dmg-max			8	10																																																																										0
magic + starstone sapphire -> power	1			100					4	glov,mag,exc	g6b	zas	jew				usetype,crf		50	50	dmg-min			4	6	dmg-max			8	10																																																																										0
magic + starstone sapphire -> power	1			100					4	belt,mag,exc	g6b	zas	jew				usetype,crf		50	50	dmg-min			4	6	dmg-max			8	10																																																																										0
magic + starstone sapphire -> power	1			100					4	shld,mag,exc	g6b	zas	jew				usetype,crf		50	50	dmg-min			4	6	dmg-max			8	10																																																																										0
magic + starstone sapphire -> power	1			100					4	tors,mag,exc	g6b	zas	jew				usetype,crf		50	50	dmg-min			4	6	dmg-max			8	10																																																																										0
magic + starstone sapphire -> power	1			100					4	amul,mag	g6b	zas	jew				usetype,crf		50	50	dmg-min			4	6	dmg-max			8	10																																																																										0
magic + starstone sapphire -> power	1			100					4	ring,mag	g6b	zas	jew				usetype,crf		50	50	dmg-min			4	6	dmg-max			8	10																																																																										0
magic + starstone sapphire -> power	1			100					4	weap,mag,exc	g6b	zas	jew				usetype,crf		50	50	dmg-min			4	6	dmg-max			8	10																																																																										0
magic + starstone ruby -> blood	1			100					4	helm,mag,exc	g6r	zas	jew				usetype,crf		50	50	lifesteal			3	4	hp			30	35																																																																										0
magic + starstone ruby -> blood	1			100					4	boot,mag,exc	g6r	zas	jew				usetype,crf		50	50	lifesteal			3	4	hp			30	35																																																																										0
magic + starstone ruby -> blood	1			100					4	glov,mag,exc	g6r	zas	jew				usetype,crf		50	50	lifesteal			3	4	hp			30	35																																																																										0
magic + starstone ruby -> blood	1			100					4	belt,mag,exc	g6r	zas	jew				usetype,crf		50	50	lifesteal			3	4	hp			30	35																																																																										0
magic + starstone ruby -> blood	1			100					4	shld,mag,exc	g6r	zas	jew				usetype,crf		50	50	lifesteal			3	4	hp			30	35																																																																										0
magic + starstone ruby -> blood	1			100					4	tors,mag,exc	g6r	zas	jew				usetype,crf		50	50	lifesteal			3	4	hp			30	35																																																																										0
magic + starstone ruby -> blood	1			100					4	amul,mag	g6r	zas	jew				usetype,crf		50	50	lifesteal			3	4	hp			30	35																																																																										0
magic + starstone ruby -> blood	1			100					4	ring,mag	g6r	zas	jew				usetype,crf		50	50	lifesteal			3	4	hp			30	35																																																																										0
magic + starstone ruby -> blood	1			100					4	weap,mag,exc	g6r	zas	jew				usetype,crf		50	50	lifesteal			3	4	hp			30	35																																																																										0
magic + starstone amethyst -> caster	1			100					4	helm,mag,exc	g6v	zas	jew				usetype,crf		50	50	cast2			20	30	res-all			11	13																																																																										0
magic + starstone amethyst -> caster	1			100					4	boot,mag,exc	g6v	zas	jew				usetype,crf		50	50	cast2			20	30	res-all			11	13																																																																										0
magic + starstone amethyst -> caster	1			100					4	glov,mag,exc	g6v	zas	jew				usetype,crf		50	50	cast2			20	30	res-all			11	13																																																																										0
magic + starstone amethyst -> caster	1			100					4	belt,mag,exc	g6v	zas	jew				usetype,crf		50	50	cast2			20	30	res-all			11	13																																																																										0
magic + starstone amethyst -> caster	1			100					4	shld,mag,exc	g6v	zas	jew				usetype,crf		50	50	cast2			20	30	res-all			11	13	allskills			1	1																																																																					0
magic + starstone amethyst -> caster	1			100					4	tors,mag,exc	g6v	zas	jew				usetype,crf		50	50	cast2			20	30	res-all			11	13																																																																										0
magic + starstone amethyst -> caster	1			100					4	amul,mag	g6v	zas	jew				usetype,crf		50	50	cast2			10	15	res-all			6	8																																																																										0
magic + starstone amethyst -> caster	1			100					4	ring,mag	g6v	zas	jew				usetype,crf		50	50	cast2			10	15	res-all			6	8																																																																										0
magic + starstone amethyst -> caster	1			100					4	ajav,mag,exc	g6v	zas	jew				usetype,crf		50	50	pierce			40	50	res-all			11	13																																																																										0
magic + starstone amethyst -> caster	1			100					4	weap,mag,exc	g6v	zas	jew				usetype,crf		50	50	cast2			30	40	mana%			30	40	allskills			1	1																																																																					0
magic + starstone emerald -> safety	1			100					4	helm,mag,exc	g6g	zas	jew				usetype,crf		50	50	red-dmg%			7	9	res-ltng			20	25																																																																										0
magic + starstone emerald -> safety	1			100					4	boot,mag,exc	g6g	zas	jew				usetype,crf		50	50	red-dmg%			7	9	res-fire			20	25																																																																										0
magic + starstone emerald -> safety	1			100					4	glov,mag,exc	g6g	zas	jew				usetype,crf		50	50	red-dmg%			7	9	res-cold			20	25																																																																										0
magic + starstone emerald -> safety	1			100					4	belt,mag,exc	g6g	zas	jew				usetype,crf		50	50	red-dmg%			7	9	res-pois			20	25																																																																										0
magic + starstone emerald -> safety	1			100					4	shld,mag,exc	g6g	zas	jew				usetype,crf		50	50	red-dmg%			12	14	block			20	30																																																																										0
magic + starstone emerald -> safety	1			100					4	tors,mag,exc	g6g	zas	jew				usetype,crf		50	50	red-dmg%			12	14	block			20	30																																																																										0
magic + starstone emerald -> safety	1			100					4	amul,mag	g6g	zas	jew				usetype,crf		50	50	red-dmg%			7	9	res-pois-len			40	50																																																																										0
magic + starstone emerald -> safety	1			100					4	ring,mag	g6g	zas	jew				usetype,crf		50	50	red-mag			16	20	res-pois-len			40	50	vit			6	10																																																																					0
magic + starstone emerald -> safety	1			100					4	weap,mag,exc	g6g	zas	jew				usetype,crf		50	50	red-dmg%			7	9	vit			20	25																																																																										0
magic + starstone skull -> death	1			100					4	helm,mag,exc	sk6	zas	jew				usetype,crf		50	50	deadly			8	9	swing2			12	20	heal-kill			25	35																																																																					0
magic + starstone skull -> death	1			100					4	boot,mag,exc	sk6	zas	jew				usetype,crf		50	50	deadly			8	9	swing2			12	20	heal-kill			25	35																																																																					0
magic + starstone skull -> death	1			100					4	glov,mag,exc	sk6	zas	jew				usetype,crf		50	50	deadly			8	9	swing2			12	20	heal-kill			25	35																																																																					0
magic + starstone skull -> death	1			100					4	belt,mag,exc	sk6	zas	jew				usetype,crf		50	50	deadly			8	9	swing2			12	20	heal-kill			25	35																																																																					0
magic + starstone skull -> death	1			100					4	shld,mag,exc	sk6	zas	jew				usetype,crf		50	50	deadly			8	9	swing2			20	30	block			20	30	abs-mag%			3	3																																																																0
magic + starstone skull -> death	1			100					4	tors,mag,exc	sk6	zas	jew				usetype,crf		50	50	deadly			8	9	swing2			20	30	heal-kill			25	35																																																																					0
magic + starstone skull -> death	1			100					4	amul,mag	sk6	zas	jew				usetype,crf		50	50	deadly			8	9	swing2			12	20	heal-kill			25	35																																																																					0
magic + starstone skull -> death	1			100					4	ring,mag	sk6	zas	jew				usetype,crf		50	50	deadly			8	9	swing2			12	20	heal-kill			25	35																																																																					0
magic + starstone skull -> death	1			100					4	weap,mag,exc	sk6	zas	jew				usetype,crf		50	50	deadly			8	9	swing2			20	30																																																																										0
magic + starstone topaz -> elemental	1			100					4	helm,mag,exc	g6y	zas	jew				usetype,crf		50	50	gold%			45	60	balance1			15	30	move1			15	30																																																																					0
magic + starstone topaz -> elemental	1			100					4	shld,mag,exc	g6y	zas	jew				usetype,crf		50	50	gold%			45	60	balance1			15	30	move1			15	30	block			15	30																																																																0
magic + starstone topaz -> elemental	1			100					4	glov,mag,exc	g6y	zas	jew				usetype,crf		50	50	gold%			45	60	balance1			15	30	move1			15	30																																																																					0
magic + starstone topaz -> elemental	1			100					4	belt,mag,exc	g6y	zas	jew				usetype,crf		50	50	gold%			45	60	balance1			15	30	move1			15	30																																																																					0
magic + starstone topaz -> elemental	1			100					4	boot,mag,exc	g6y	zas	jew				usetype,crf		50	50	gold%			45	60	balance1			15	30	move1			15	30																																																																					0
magic + starstone topaz -> elemental	1			100					4	tors,mag,exc	g6y	zas	jew				usetype,crf		50	50	gold%			45	60	balance1			15	30	move1			15	30																																																																					0
magic + starstone topaz -> elemental	1			100					4	amul,mag	g6y	zas	jew				usetype,crf		50	50	gold%			45	60	balance1			15	30	move1			15	30																																																																					0
magic + starstone topaz -> elemental	1			100					4	ring,mag	g6y	zas	jew				usetype,crf		50	50	gold%			45	60	balance1			15	30	move1			15	30																																																																					0
magic + starstone topaz -> elemental	1			100					4	weap,mag,exc	g6y	zas	jew				usetype,crf		50	50	gold%			45	60	balance1			15	30	move1			15	30	allskills			1	1																																																																0
magic + starstone diamond  -> holy	1			100					4	helm,mag,exc	g6w	zas	jew				usetype,crf		50	50	hpregen/lvl		7			res-mag			18	24																																																																										0
magic + starstone diamond  -> holy	1			100					4	boot,mag,exc	g6w	zas	jew				usetype,crf		50	50	hpregen/lvl		7			res-mag			18	24																																																																										0
magic + starstone diamond  -> holy	1			100					4	glov,mag,exc	g6w	zas	jew				usetype,crf		50	50	hpregen/lvl		7			res-mag			18	24																																																																										0
magic + starstone diamond  -> holy	1			100					4	belt,mag,exc	g6w	zas	jew				usetype,crf		50	50	hpregen/lvl		7			res-mag			18	24																																																																										0
magic + starstone diamond  -> holy	1			100					4	shld,mag,exc	g6w	zas	jew				usetype,crf		50	50	hpregen/lvl		7			res-mag			18	24	block			20	30																																																																					0
magic + starstone diamond  -> holy	1			100					4	tors,mag,exc	g6w	zas	jew				usetype,crf		50	50	hpregen/lvl		7			res-mag			18	24																																																																										0
magic + starstone diamond  -> holy	1			100					4	amul,mag	g6w	zas	jew				usetype,crf		50	50	rip			1	1	res-mag			18	24	noheal			1	1																																																																					0
magic + starstone diamond  -> holy	1			100					4	ring,mag	g6w	zas	jew				usetype,crf		50	50	nofreeze			1	1	res-mag			18	24	att			100	150																																																																					0
magic + starstone diamond  -> holy	1			100					4	weap,mag,exc	g6w	zas	jew				usetype,crf		50	50	resistcurse			10	15	res-mag			18	24	dmg-mag			200	300																																																																					0
magic + moonstone sapphire -> power	1			100					4	helm,mag,eli	g7b	zas	jew				usetype,crf		50	50	dmg-min			8	10	dmg-max			12	14																																																																										0
magic + moonstone sapphire -> power	1			100					4	boot,mag,eli	g7b	zas	jew				usetype,crf		50	50	dmg-min			8	10	dmg-max			12	14																																																																										0
magic + moonstone sapphire -> power	1			100					4	glov,mag,eli	g7b	zas	jew				usetype,crf		50	50	dmg-min			8	10	dmg-max			12	14																																																																										0
magic + moonstone sapphire -> power	1			100					4	belt,mag,eli	g7b	zas	jew				usetype,crf		50	50	dmg-min			8	10	dmg-max			12	14																																																																										0
magic + moonstone sapphire -> power	1			100					4	shld,mag,eli	g7b	zas	jew				usetype,crf		50	50	dmg-min			8	10	dmg-max			12	14																																																																										0
magic + moonstone sapphire -> power	1			100					4	tors,mag,eli	g7b	zas	jew				usetype,crf		50	50	dmg-min			8	10	dmg-max			12	14																																																																										0
magic + moonstone sapphire -> power	1			100					4	amul,mag	g7b	zas	jew				usetype,crf		50	50	dmg-min			8	10	dmg-max			12	14																																																																										0
magic + moonstone sapphire -> power	1			100					4	ring,mag	g7b	zas	jew				usetype,crf		50	50	dmg-min			8	10	dmg-max			12	14																																																																										0
magic + moonstone sapphire -> power	1			100					4	weap,mag,eli	g7b	zas	jew				usetype,crf		50	50	dmg-min			8	10	dmg-max			12	14																																																																										0
magic + moonstone ruby -> blood	1			100					4	helm,mag,eli	g7r	zas	jew				usetype,crf		50	50	lifesteal			4	5	hp			40	45																																																																										0
magic + moonstone ruby -> blood	1			100					4	boot,mag,eli	g7r	zas	jew				usetype,crf		50	50	lifesteal			4	5	hp			40	45																																																																										0
magic + moonstone ruby -> blood	1			100					4	glov,mag,eli	g7r	zas	jew				usetype,crf		50	50	lifesteal			4	5	hp			40	45																																																																										0
magic + moonstone ruby -> blood	1			100					4	belt,mag,eli	g7r	zas	jew				usetype,crf		50	50	lifesteal			4	5	hp			40	45																																																																										0
magic + moonstone ruby -> blood	1			100					4	shld,mag,eli	g7r	zas	jew				usetype,crf		50	50	lifesteal			4	5	hp			40	45																																																																										0
magic + moonstone ruby -> blood	1			100					4	tors,mag,eli	g7r	zas	jew				usetype,crf		50	50	lifesteal			4	5	hp			40	45																																																																										0
