Name	Id	Pal	Act	QuestFlag	QuestFlagEx	Layer	SizeX	SizeY	SizeX(N)	SizeY(N)	SizeX(H)	SizeY(H)	OffsetX	OffsetY	Depend	Teleport	Rain	Mud	NoPer	LOSDraw	FloorFilter	BlankScreen	DrawEdges	IsInside	DrlgType	LevelType	SubType	SubTheme	SubWaypoint	SubShrine	Vis0	Vis1	Vis2	Vis3	Vis4	Vis5	Vis6	Vis7	Warp0	Warp1	Warp2	Warp3	Warp4	Warp5	Warp6	Warp7	Intensity	Red	Green	Blue	Portal	Position	SaveMonsters	Quest	WarpDist	MonLvl1	MonLvl2	MonLvl3	MonLvl1Ex	MonLvl2Ex	MonLvl3Ex	MonDen	MonDen(N)	MonDen(H)	MonUMin	MonUMax	MonUMin(N)	MonUMax(N)	MonUMin(H)	MonUMax(H)	MonWndr	MonSpcWalk	NumMon	mon1	mon2	mon3	mon4	mon5	mon6	mon7	mon8	mon9	mon10	rangedspawn	nmon1	nmon2	nmon3	nmon4	nmon5	nmon6	nmon7	nmon8	nmon9	nmon10	umon1	umon2	umon3	umon4	umon5	umon6	umon7	umon8	umon9	umon10	cmon1	cmon2	cmon3	cmon4	cpct1	cpct2	cpct3	cpct4	camt1	camt2	camt3	camt4	Themes	SoundEnv	Waypoint	LevelName	LevelWarp	EntryFile	ObjGrp0	ObjGrp1	ObjGrp2	ObjGrp3	ObjGrp4	ObjGrp5	ObjGrp6	ObjGrp7	ObjPrb0	ObjPrb1	ObjPrb2	ObjPrb3	ObjPrb4	ObjPrb5	ObjPrb6	ObjPrb7	Beta
Act 1 - Catacombs 1	34	0	0			21	200	200	200	200	200	200	4500	1000	0	1	0	0	0	1	1	1	0	1	1	10	-1	-1	-1	-1	33	35	0	0	0	0	0	0	16	18	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	14	58	88	11	45	74	1200	1400	1600	8	8	10	10	12	12	1	0	8	bighead2	fallenshaman4	cr_archer4	wraith2	arach1	bugbear	D1Succubus1	D1Scavenger4				bighead2	fallenshaman4	cr_archer4	wraith2	arach1	bugbear	D1Succubus1	D1Scavenger4			fallenshaman4	cr_archer4	wraith2	arach1	bighead2	D1Scavenger4	D1Succubus1				rat	bat			30	30							60	10	255	Catacombs Level 1	To The Catacombs Level 1	A1L35	16	3	14	17	0	0	0	0	40	45	15	3	0	0	0	0	1
Act 1 - Catacombs 2	35	0	0			22	200	200	200	200	200	200	4500	1300	0	1	0	0	0	1	1	1	0	1	1	10	-1	-1	-1	-1	34	36	0	0	0	0	0	0	17	18	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	15	58	88	11	46	75	1200	1400	1600	8	8	10	10	12	12	1	0	8	bighead1	fallenshaman4	arach1	cr_archer4	skmage_cold2	bugbear	D1Succubus1	D1Scavenger4				bighead2	fallenshaman4	arach1	cr_archer4	skmage_cold2	bugbear	D1Succubus1	D1Scavenger4			bighead2	arach1	skmage_cold2	cr_archer4	fallenshaman4	D1Scavenger4	D1Succubus1				rat	bat			30	30							60	10	7	Catacombs Level 2	To The Catacombs Level 2	A1L36	16	3	14	17	0	0	0	0	45	45	17	3	0	0	0	0	1
Act 1 - Catacombs 3	36	0	0			23	200	200	200	200	200	200	4500	1600	0	1	0	0	0	1	1	1	0	1	1	10	-1	-1	-1	-1	35	199	0	0	0	0	0	0	17	18	-1	-1	-1	-1	-1	-1	0	255	255	255	1	0	1	0	2025	15	58	88	12	46	75	1200	1400	1600	8	8	10	10	12	12	1	0	8	zombie3	bighead1	vampire5	skmage_pois2	bugbear	arach1	D1Succubus1	D1Scavenger4				zombie3	bighead1	vampire5	skmage_pois2	bugbear	arach1	D1Succubus1	D1Scavenger4			zombie3	bighead1	vampire5	skmage_pois2	arach1	D1Scavenger4	D1Succubus1				rat	bat			30	30							60	10	255	Catacombs Level 3	To The Catacombs Level 3	A1L37	16	3	14	17	0	0	0	0	50	45	19	3	0	0	0	0	1
Act 1 - Catacombs 4	37	0	0			24	22	40	22	40	22	40	4500	1900	0	1	0	0	0	1	1	1	0	1	2	10	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	1	1	1	0	2025	16	58	88	12	46	75	0	0	0							1	0	1	andyspider											andyspider										andyspider										rat	bat			30	30							60	11	255	Catacombs Level 4	To The Catacombs Level 4	A1L38	16	3	14	17	0	0	0	0	55	45	1	3	0	0	0	0	1
Act 1 - Tristram	38	0	0			25	59	54	59	54	59	54	2500	2500	0	1	1	0	0	0	1	1	0	0	2	43	-1	-1	-1	-1	206	0	0	0	0	0	0	0	1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	1	1	0	1000	8	57	85	5	42	72	1200	1600	2000	2	2	4	4	6	6	0	0	0	skeleton2	Gilded Vampire	fallenshaman2	D1Scavenger2	D1SkeletonBow2							skeleton2	D1Scavenger2	fallenshaman2	Gilded Vampire	D1SkeletonBow2						skeleton2	D1Scavenger2	fallenshaman2	Gilded Vampire	D1SkeletonBow2																		0	3	255	Tristram	To Tristram	A1L39	44	45	0	0	0	0	0	0	0	33	1	0	0	0	0	0	1
Act 1 - Moo Moo Farm	39	0	0	26	26	26	169	169	169	169	169	169	5000	1148	0	1	1	0	0	0	1	1	0	0	2	2	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	1	1	0	2025	48	81	97	40	70	90	800	1000	1200	5	5	7	7	9	9	1	0	4	hellbovine	hellbovine	undeadbovine	magebovine								hellbovine	hellbovine	undeadbovine	magebovine							hellbovine	hellbovine	undeadbovine	magebovine																			0	48	255	Moo Moo Farm	To The Moo Moo Farm	A1L40	1	38	33	34	45	38	0	0	29	35	35	35	20	35	0	0	0
Act 2 - Town	40	1	1			27	56	56	56	56	56	56	1000	1000	0	1	0	0	0	0	1	1	1	0	2	12	-1	-1	-1	-1	0	0	47	47	50	0	0	0	-1	-1	19	20	24	-1	-1	-1	0	0	0	0	1	1	0	0	2025	0	0	0	0	0	0	0	0	0							0	0																																	bug				30								0	12	9	Lut Gholein	To Lut Gholein	A2L1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Act 2 - Desert 1	41	1	1			27	80	80	80	80	80	80	-1	-1	0	1	0	0	0	0	1	1	1	0	3	16	9	0	7	8	55	55	55	55	0	0	0	0	33	34	35	36	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	16	59	88	12	47	76	1000	1250	1500	6	6	8	8	10	10	1	0	6	sandleaper1	pantherwoman1	scarab1	vulture1	slinger1	D1AcidBeast1						sandleaper1	pantherwoman1	scarab1	vulture1	slinger1	D1AcidBeast1					sandleaper1	pantherwoman1	scarab1	vulture1	slinger1	D1AcidBeast1					scorpion				20								0	13	255	Rocky Waste	To The Rocky Waste	A2L2	30	24	32	37	36	0	0	0	15	30	15	40	40	0	0	0	0
Act 2 - Desert 2	42	1	1			27	80	80	80	80	80	80	-1	-1	0	1	0	0	0	0	1	1	1	0	3	16	9	1	7	8	56	56	56	56	0	0	0	0	33	34	35	36	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	17	59	88	12	47	76	1000	1250	1500	6	6	8	8	10	10	1	0	5	sandleaper2	pantherwoman2	vulture2	slinger5	D1AcidBeast2							sandleaper2	pantherwoman2	vulture2	slinger5	D1AcidBeast2						sandleaper2	pantherwoman2	vulture2	slinger5	D1AcidBeast2						scorpion				20								0	13	11	Dry Hills	To The Dry Hills	A2L3	30	24	32	37	36	0	0	0	15	30	14	40	40	0	0	0	0
Act 2 - Desert 3	43	1	1	9	9	27	80	80	80	80	80	80	-1	-1	0	1	0	0	0	0	1	1	1	0	3	16	9	2	7	8	0	0	0	0	62	0	0	0	-1	-1	-1	-1	47	-1	-1	-1	0	0	0	0	1	0	1	0	1000	18	60	88	13	48	77	1000	1250	1500	5	5	7	7	9	9	1	0	5	crownest3	sandmaggot1	swarm1	scarab2	vulture2							crownest3	sandmaggot1	swarm1	scarab2	vulture2						foulcrow3	sandmaggot1	swarm1	vulture2							scorpion				20								0	13	13	Far Oasis	To The Far Oasis	A2L4	30	24	32	37	36	0	0	0	15	30	13	40	40	0	0	0	0
Act 2 - Desert 4	44	1	1	9	9	27	80	80	80	80	80	80	-1	-1	0	1	0	0	0	0	1	1	1	0	3	16	9	3	7	8	0	0	65	0	0	0	0	0	-1	-1	50	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	19	60	88	15	50	78	1250	1500	1750	5	5	7	7	9	9	1	0	7	zombie5	sandraider2	sandleaper3	pantherwoman3	slinger6	clawviper1	D1Shredded4					zombie5	sandraider2	sandleaper3	pantherwoman3	slinger6	clawviper1	D1Shredded4				zombie5	pantherwoman3	slinger6	clawviper1	D1Shredded4						scorpion				20								0	13	14	Lost City	To The Lost City	A2L5	30	24	32	37	36	0	0	0	15	30	12	40	40	0	0	0	0
Act 2 - Desert 5	45	1	1	9	9	27	32	32	32	32	32	32	-1	-1	0	1	0	0	0	0	1	1	1	0	3	16	-1	-1	-1	8	0	58	0	0	0	0	0	0	-1	37	-1	-1	-1	-1	-1	-1	0	0	0	0	1	0	1	0	200	19	60	88	15	50	78	2500	2500	2500	2	2	3	3	4	4	1	0	4	clawviper1	clawviper2	clawviper3	D1Shredded4								clawviper1	clawviper2	clawviper3	D1Shredded4							clawviper1	clawviper2	clawviper3	D1Shredded4							scorpion				20								0	13	255	Valley of Snakes	To The Valley of Snakes	A2L6	30	24	32	37	36	0	0	0	15	30	11	40	40	0	0	0	0
Act 2 - Valley of the Kings	46	1	1	13	13	28	80	80	80	80	80	80	2500	1000	0	1	0	0	1	0	1	1	1	0	3	16	9	4	7	8	0	66	67	68	69	70	71	72	-1	38	39	40	41	42	43	44	45	0	0	0	1	1	1	0	3800	23	60	88	18	52	80	1500	1750	2000	8	8	10	10	12	12	1	0	10	D1Arachnon4	sandmaggot3	D1Rat2	scarab4	slinger4	sandraider4	baboon2	wyrm	D1AcidBeast3	D1Shredded4		D1Arachnon4	sandmaggot3	D1Rat2	scarab4	slinger4	sandraider4	baboon2	wyrm	D1AcidBeast3	D1Shredded4	brute4	sandmaggot3	pantherwoman4	scarab4	slinger4	sandraider4	D1AcidBeast3	D1Rat2	D1Arachnon4	D1Shredded4	scorpion				20								0	13	17	Canyon of the Magi	To The Canyon of the Magi	A2L7	30	24	32	37	36	0	0	0	15	30	10	40	40	0	0	0	0
Act 2 - Sewer 1 A	47	1	1			29	200	200	200	200	200	200	1500	1000	0	1	0	0	0	1	1	1	0	1	1	13	-1	-1	-1	-1	40	40	48	0	0	0	0	0	22	21	23	-1	-1	-1	-1	-1	8	255	255	255	0	0	1	0	100	16	59	88	12	47	76	1250	1500	1750	8	8	10	10	12	12	1	0	6	skeleton4	sandraider1	mummy1	sk_archer4	pantherwoman1	D1SkeletonBow4						skeleton4	sandraider1	mummy1	sk_archer4	pantherwoman1	D1SkeletonBow4					skeleton4	sandraider1	mummy1	sk_archer4	pantherwoman1	D1SkeletonBow4					rat	bat	scorpion		30	100	20						0	15	255	Sewers Level 1	To The Sewers Level 1	A2L8	32	26	5	0	0	0	0	0	10	10	10	0	0	0	0	0	0
Act 2 - Sewer 1 B	48	1	1			30	200	200	200	200	200	200	1500	1300	0	1	0	0	0	1	1	1	0	1	1	13	-1	-1	-1	-1	47	0	49	0	0	0	0	0	22	-1	23	-1	-1	-1	-1	-1	8	255	255	255	0	0	1	0	800	16	59	88	13	48	76	1250	1500	1750	8	8	10	10	12	12	1	0	7	skeleton4	sandraider1	mummy1	sk_archer4	slinger1	D1AcidBeast1	D1SkeletonBow4					skeleton4	sandraider1	mummy1	sk_archer4	slinger1	D1AcidBeast1	D1SkeletonBow4				skeleton4	sandraider1	mummy1	sk_archer4	slinger1	D1AcidBeast1	D1SkeletonBow4				rat	bat	scorpion		30	100	20						0	15	10	Sewers Level 2	To The Sewers Level 2	A2L9	32	26	5	0	0	0	0	0	12	12	12	0	0	0	0	0	0
Act 2 - Sewer 1 C	49	1	1			31	200	200	200	200	200	200	1500	1600	0	1	0	0	0	1	1	1	0	1	1	13	-1	-1	-1	-1	48	0	0	0	0	0	0	0	22	-1	-1	-1	-1	-1	-1	-1	8	255	255	255	0	0	1	0	800	17	59	88	13	48	76	1500	2000	2500	0	0	2	2	4	4	1	0	7	mummy1	skmage_ltng3	skmage_fire3	skmage_cold3	skeleton4	D1SkeletonBow4	skmage_pois3					mummy1	skmage_ltng3	skmage_fire3	skmage_cold3	skeleton4	D1SkeletonBow4	skmage_pois3				mummy1	skmage_ltng3	skmage_fire3	skmage_cold3	skeleton4	D1SkeletonBow4	skmage_pois3				rat	bat	scorpion		30	100	20						0	8	255	Sewers Level 3	To The Sewers Level 3	A2L10	32	26	5	0	0	0	0	0	15	15	15	0	0	0	0	0	0
Act 2 - Harem	50	1	1	11	11	32	16	19	16	19	16	19	2000	1000	0	1	0	0	0	1	1	1	0	1	2	14	-1	-1	-1	-1	40	0	51	51	0	0	0	0	25	-1	28	29	-1	-1	-1	-1	128	255	255	255	0	0	1	0	2025	21	60	88	16	50	78	2250	2500	2750	0	0	0	0	0	0	1	0	6	clawviper3	sandraider3	sk_archer5	blunderbore1	baboon1	D1Rat1						clawviper3	sandraider3	sk_archer5	blunderbore1	baboon1	D1Rat1					clawviper3	sandraider3	sk_archer5	blunderbore1	baboon1	D1Rat1					rat	bat	scorpion		30	30	20						8	16	255	Harem Level 1	To The Harem Level 1	A2L11	56	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
Act 2 - Corrupt Harem 1	51	1	1	11	11	33	100	100	100	100	100	100	2000	1119	0	1	0	0	0	1	1	1	0	1	1	14	-1	-1	-1	-1	50	50	135	135	0	0	0	0	26	27	28	29	-1	-1	-1	-1	0	255	255	255	0	0	1	0	800	21	60	88	16	50	78	2250	2500	2750	2	2	4	4	6	6	1	0	7	sandraider3	baboon1	sk_archer5	blunderbore1	skmage_cold4	clawviper3	D1Rat1					sandraider3	baboon1	sk_archer5	blunderbore1	skmage_cold4	clawviper3	D1Rat1				sandraider3	baboon1	sk_archer5	blunderbore1	skmage_cold4	clawviper3	D1Rat1				rat	bat	scorpion		30	30	20						8	16	255	Harem Level 2	To The Harem Level 2	A2L12	56	55	0	0	0	0	0	0	15	33	0	0	0	0	0	0	0
Act 2 - Basement 1	52	1	1	11	11	34	100	100	100	100	100	100	2000	1519	0	1	0	0	0	1	1	1	0	1	1	15	-1	-1	-1	-1	135	135	53	53	0	0	0	0	26	27	32	32	-1	-1	-1	-1	0	255	255	255	0	0	1	0	800	21	60	88	17	51	51	2250	2500	2750	2	2	4	4	6	6	1	1	7	sandraider3	baboon1	sk_archer5	blunderbore1	skmage_fire4	clawviper3	D1Rat1					sandraider3	baboon1	sk_archer5	blunderbore1	skmage_fire4	clawviper3	D1Rat1				sandraider3	baboon1	sk_archer5	blunderbore1	skmage_fire4	clawviper3	D1Rat1				rat	bat	scorpion		30	30	20						60	16	15	Palace Cellar Level 1 	To The Palace Cellar Level 1 	A2L13	57	58	0	0	0	0	0	0	20	10	0	0	0	0	0	0	0
Act 2 - Basement 2	53	1	1	11	11	35	100	100	100	100	100	100	2000	1719	0	1	0	0	0	1	1	1	0	1	1	15	-1	-1	-1	-1	52	52	54	54	0	0	0	0	30	31	32	32	-1	-1	-1	-1	0	255	255	255	1	0	1	0	800	21	60	88	17	51	51	2250	2500	2750	2	2	4	4	6	6	1	1	7	sandraider3	baboon1	sk_archer5	blunderbore1	skmage_pois4	clawviper3	D1Rat1					sandraider3	baboon1	sk_archer5	blunderbore1	skmage_pois4	clawviper3	D1Rat1				sandraider3	baboon1	sk_archer5	blunderbore1	skmage_pois4	clawviper3	D1Rat1				rat	bat	scorpion		30	30	20						60	16	255	Palace Cellar Level 2	To The Palace Cellar Level 2	A2L14	57	58	0	0	0	0	0	0	20	10	0	0	0	0	0	0	0
Act 2 - Basement 3	54	1	1	11	11	36	100	100	100	100	100	100	2000	1919	0	1	0	0	0	1	1	1	0	1	1	15	-1	-1	-1	-1	53	53	136	0	0	0	0	0	30	31	32	-1	-1	-1	-1	-1	0	255	255	255	1	1	1	0	800	21	60	88	17	51	51	2250	2500	2750	2	2	4	4	6	6	1	1	6	sandraider3	baboon1	sk_archer5	blunderbore1	clawviper3	D1Rat1						sandraider3	baboon1	sk_archer5	blunderbore1	clawviper3	D1Rat1					sandraider3	baboon1	sk_archer5	blunderbore1	clawviper3	D1Rat1					rat	bat	scorpion		30	30	20						60	9	255	Palace Cellar Level 3	To The Palace Cellar Level 3	A2L15	57	58	0	0	0	0	0	0	20	10	0	0	0	0	0	0	0
Act 2 - Tomb 1 A	55	1	1			37	200	200	200	200	200	200	3000	1000	0	1	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	41	0	0	0	59	0	0	0	45	-1	-1	-1	46	-1	-1	-1	0	255	255	255	0	0	1	0	1000	18	59	88	13	48	77	2250	2500	2750	4	4	5	5	6	6	1	0	4	skeleton5	scarab1	skmage_pois3	D1SkeletonBow4								skeleton4	scarab1	skmage_pois3	D1SkeletonBow4							skeleton4	scarab1	skmage_pois3	D1SkeletonBow4							rat	bat	scorpion		30	30	20						60	19	255	Stony Tomb Level 1	To The Stony Tomb Level 1	A2L16	19	29	24	0	0	0	0	0	10	20	35	45	0	0	0	0	0
Act 2 - Tomb 2 A	56	1	1			38	200	200	200	200	200	200	3000	1300	0	1	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	42	0	0	0	57	0	0	0	45	-1	-1	-1	46	-1	-1	-1	0	255	255	255	0	0	1	0	1000	19	59	88	13	48	77	2250	2500	2750	8	8	10	10	12	12	1	0	6	mummy2	unraveler1	batdemon1	slinger2	D1Viper1	D1AcidBeast2						mummy2	unraveler1	batdemon1	slinger2	D1Viper1	D1AcidBeast2					mummy2	unraveler1	batdemon1	slinger2	D1Viper1	D1AcidBeast2					rat	bat	scorpion		30	30	20						60	19	255	Halls of the Dead Level 1	To The Halls of the Dead Level 1	A2L17	19	29	24	0	0	0	0	0	10	20	35	45	0	0	0	0	0
Act 2 - Tomb 2 B	57	1	1			39	200	200	200	200	200	200	3000	1600	0	1	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	56	0	0	0	60	0	0	0	45	-1	-1	-1	46	-1	-1	-1	0	255	255	255	0	0	1	0	1000	19	59	88	14	49	77	2250	2500	2750	8	8	10	10	12	12	1	0	7	skeleton5	unraveler1	D1AcidBeast2	batdemon1	slinger2	mummy2	D1Viper1					skeleton5	unraveler1	D1AcidBeast2	batdemon1	slinger2	mummy2	D1Viper1				skeleton5	unraveler1	batdemon1	slinger2	mummy2	D1Viper1	D1AcidBeast2				rat	bat	scorpion		30	30	20						60	19	12	Halls of the Dead Level 2	To The Halls of the Dead Level 2	A2L18	19	29	24	0	0	0	0	0	10	20	35	45	0	0	0	0	0
Act 2 - Tomb 3 A	58	1	1			40	200	200	200	200	200	200	3000	1900	0	1	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	45	0	0	0	61	0	0	0	45	-1	-1	-1	46	-1	-1	-1	0	255	255	255	0	0	1	0	1000	20	60	88	16	50	78	2250	2500	2750	12	12	15	15	18	18	1	0	7	clawviper2	clawviper2	clawviper3	clawviper3	mummy3	unraveler2	D1Viper2					clawviper2	clawviper2	clawviper3	clawviper3	mummy3	unraveler2	D1Viper2				clawviper2	clawviper2	clawviper3	clawviper3	mummy3	unraveler2	D1Viper2				rat	bat	scorpion		30	30	20						60	19	255	Claw Viper Temple Level 1	To The Claw Viper Temple Level 1	A2L19	19	29	24	0	0	0	0	0	10	20	35	45	0	0	0	0	0
Act 2 - Tomb 1 Treasure	59	1	1			41	200	200	200	200	200	200	3000	2200	0	1	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	55	0	0	0	0	0	0	0	45	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	18	59	88	13	48	77	2250	2500	2750	2	2	3	3	4	4	1	0	4	skeleton5	scarab1	skmage_pois3	D1SkeletonBow4								skeleton4	scarab1	skmage_pois3	D1SkeletonBow4							skeleton4	scarab1	skmage_pois3	D1SkeletonBow4							rat	bat	scorpion		30	30	20						60	19	255	Stony Tomb Level 2	To The Stony Tomb Level 2	A2L20	19	29	24	0	0	0	0	0	10	30	45	55	0	0	0	0	0
Act 2 - Tomb 2 Treasure	60	1	1			42	200	200	200	200	200	200	3000	2500	0	1	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	57	0	0	0	0	0	0	0	45	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	19	60	88	14	49	77	0	0	0	0	0	0	0	0	0	1	0	7	mummy2	unraveler1	unraveler1	batdemon1	slinger2	D1Viper1	D1AcidBeast2					mummy2	unraveler1	unraveler1	batdemon1	slinger2	D1Viper1	D1AcidBeast2				mummy2	unraveler1	unraveler1	batdemon1	slinger2	D1Viper1	D1AcidBeast2				rat	bat	scorpion		30	30	20						60	9	255	Halls of the Dead Level 3	To The Halls of the Dead Level 3	A2L21	19	29	24	0	0	0	0	0	10	30	45	55	0	0	0	0	0
Act 2 - Tomb 3 Treasure	61	1	1			43	200	200	200	200	200	200	3000	2800	0	1	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	58	0	0	0	0	0	0	0	45	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	20	60	88	16	50	78	0	0	0	0	0	0	0	0	0	1	0	4	clawviper4	mummy2	skeleton5	D1SkeletonBow5								clawviper4	D1SkeletonBow5									clawviper4	D1SkeletonBow5									rat	bat	scorpion		30	30	20						60	45	255	Claw Viper Temple Level 2	To The Claw Viper Temple Level 2	A2L22	19	29	24	0	0	0	0	0	10	30	45	55	0	0	0	0	0
Act 2 - Lair 1 A	62	1	1			44	200	200	200	200	200	200	3500	1000	0	1	0	0	0	1	1	1	0	1	1	18	-1	-1	-1	-1	43	63	0	0	0	0	0	0	48	49	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	20	59	88	14	49	77	1250	1500	1750	8	8	10	10	12	12	1	0	4	sandmaggot1	sandmaggot2	swarm2	scarab2								sandmaggot1	sandmaggot2	swarm2	scarab2	scarab3						sandmaggot1	sandmaggot2	swarm2	scarab2							rat	bat	scorpion		30	30	20						8	20	255	Maggot Lair Level 1	To The Maggot Lair Level 1	A2L23	35	29	0	0	0	0	0	0	50	35	0	0	0	0	0	0	0
Act 2 - Lair 1 B	63	1	1			45	200	200	200	200	200	200	3500	1300	0	1	0	0	0	1	1	1	0	1	1	18	-1	-1	-1	-1	62	64	0	0	0	0	0	0	48	49	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	20	59	88	14	49	77	1250	1500	1750	8	8	10	10	12	12	1	0	4	arach2	sandmaggot2	swarm2	scarab3								arach2	sandmaggot2	swarm2	scarab2	scarab3						arach2	sandmaggot2	swarm2	scarab3							rat	bat	scorpion		30	30	20						8	20	255	Maggot Lair Level 2	To The Maggot Lair Level 2	A2L24	35	29	0	0	0	0	0	0	65	35	0	0	0	0	0	0	0
Act 2 - Lair 1 Treasure	64	1	1			46	200	200	200	200	200	200	3500	1600	0	1	0	0	0	1	1	1	0	1	1	18	-1	-1	-1	-1	63	0	0	0	0	0	0	0	48	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	800	20	59	88	14	49	77	2250	2500	2750	2	2	3	3	4	4	1	0	3	sandmaggot2	sandmaggot2	arach2									sandmaggot1	sandmaggot2									sandmaggot1	sandmaggot2									rat	bat	scorpion		30	30	20						8	8	255	Maggot Lair Level 3	To The Maggot Lair Level 3	A2L25	35	29	0	0	0	0	0	0	80	55	0	0	0	0	0	0	0
Act 2 - Sewer 2 A	65	1	1			47	200	200	200	200	200	200	4020	1000	0	1	0	0	0	1	1	1	0	1	1	13	-1	-1	-1	-1	44	0	229	0	0	0	0	0	22	-1	23	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	24	60	90	17	51	79	2300	2500	2750	2	2	3	3	4	4	1	0	4	zombie5	sandraider3	mummy3	arach3								zombie5	sandraider3	mummy3	arach2							zombie5	sandraider3	mummy3	arach2							rat	bat	scorpion		30	100	20						8	15	255	Ancient Tunnels	To The Ancient Tunnels	A2L26	29	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0
Act 2 - Tomb Tal 1	66	1	1	13	13	48	200	200	200	200	200	200	4500	1000	0	1	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	46	0	0	0	0	0	0	0	45	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	24	63	89	19	52	80	2250	2500	2750	12	12	14	14	16	16	1	0	8	D1Viper3	scarab4	mummy4	unraveler3	wyrm	vampire1	blunderbore2	sandraider4				D1Viper3	scarab4	mummy4	unraveler3	wyrm	vampire1	blunderbore2	sandraider4			D1Viper3	scarab4	mummy4	unraveler3	unraveler3	vampire1	blunderbore2	sandraider4	wraith4		rat	bat	scorpion		30	30	20						8	18	255	Tal Rasha's Tomb	To Tal Rasha's Tomb	A2L27	19	29	32	78	0	0	0	0	10	40	5	10	0	0	0	0	0
Act 2 - Tomb Tal 2	67	1	1	13	13	49	200	200	200	200	200	200	4500	1300	0	1	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	46	0	0	0	0	0	0	0	45	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	24	63	89	19	52	80	2250	2500	2750	12	12	14	14	16	16	1	0	8	D1Viper3	scarab4	mummy4	unraveler3	wyrm	vampire1	blunderbore2	sandraider4				D1Viper3	scarab4	mummy4	unraveler3	wyrm	vampire1	blunderbore2	sandraider4			D1Viper3	scarab4	mummy4	unraveler3	unraveler3	vampire1	blunderbore2	sandraider4	wraith4		rat	bat	scorpion		30	30	20						8	18	255	Tal Rasha's Tomb	To Tal Rasha's Tomb	A2L27	19	29	32	78	0	0	0	0	10	40	5	10	0	0	0	0	0
Act 2 - Tomb Tal 3	68	1	1	13	13	50	200	200	200	200	200	200	4500	1600	0	1	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	46	0	0	0	0	0	0	0	45	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	24	63	89	19	52	80	2250	2500	2750	12	12	14	14	16	16	1	0	8	D1Viper3	scarab4	mummy4	unraveler3	wyrm	vampire1	blunderbore2	sandraider4				D1Viper3	scarab4	mummy4	unraveler3	wyrm	vampire1	blunderbore2	sandraider4			D1Viper3	scarab4	mummy4	unraveler3	unraveler3	vampire1	blunderbore2	sandraider4	wraith4		rat	bat	scorpion		30	30	20						8	18	255	Tal Rasha's Tomb	To Tal Rasha's Tomb	A2L27	19	29	32	78	0	0	0	0	10	40	5	10	0	0	0	0	0
Act 2 - Tomb Tal 4	69	1	1	13	13	51	200	200	200	200	200	200	4500	1900	0	1	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	46	0	0	0	0	0	0	0	45	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	24	63	89	19	52	80	2250	2500	2750	12	12	14	14	16	16	1	0	8	D1Viper3	scarab4	mummy4	unraveler3	wyrm	vampire1	blunderbore2	sandraider4				D1Viper3	scarab4	mummy4	unraveler3	wyrm	vampire1	blunderbore2	sandraider4			D1Viper3	scarab4	mummy4	unraveler3	unraveler3	vampire1	blunderbore2	sandraider4	wraith4		rat	bat	scorpion		30	30	20						8	18	255	Tal Rasha's Tomb	To Tal Rasha's Tomb	A2L27	19	29	32	78	0	0	0	0	10	40	5	10	0	0	0	0	0
