missile	Id	pCltDoFunc	pCltHitFunc	pSrvDoFunc	pSrvHitFunc	pSrvDmgFunc	SrvCalc1	*srv calc 1 desc	Param1	*param1 desc	Param2	*param2 desc	Param3	*param3 desc	Param4	*param4 desc	Param5	*param5 desc	CltCalc1	*client calc 1 desc	CltParam1	*client param1 desc	CltParam2	*client param2 desc	CltParam3	*client param3 desc	CltParam4	*client param4 desc	CltParam5	*client param5 desc	SHitCalc1	*server hit calc 1 desc	sHitPar1	*server hit param1 desc	sHitPar2	*server hit param2 desc	sHitPar3	*server hit param3 desc	CHitCalc1	*client hit calc1 desc	cHitPar1	*client hit param1 desc	cHitPar2	*client hit param2 desc	cHitPar3	*client hit param3 desc	DmgCalc1	*damage calc 1	dParam1	*damage param1 desc	dParam2	*damage param2 desc	Vel	MaxVel	VelLev	Accel	Range	LevRange	Light	Flicker	Red	Green	Blue	InitSteps	Activate	LoopAnim	CelFile	animrate	AnimLen	AnimSpeed	RandStart	SubLoop	SubStart	SubStop	CollideType	CollideKill	CollideFriend	LastCollide	Collision	ClientCol	ClientSend	NextHit	NextDelay	xoffset	yoffset	zoffset	Size	SrcTown	CltSrcTown	CanDestroy	ToHit	AlwaysExplode	Explosion	Town	NoUniqueMod	NoMultiShot	Holy	CanSlow	ReturnFire	GetHit	SoftHit	KnockBack	Trans	Qty	Pierce	SpecialSetup	MissileSkill	Skill	ResultFlags	HitFlags	HitShift	ApplyMastery	SrcDamage	Half2HSrc	SrcMissDmg	MinDamage	MinLevDam1	MinLevDam2	MinLevDam3	MinLevDam4	MinLevDam5	MaxDamage	MaxLevDam1	MaxLevDam2	MaxLevDam3	MaxLevDam4	MaxLevDam5	DmgSymPerCalc	EType	EMin	MinELev1	MinELev2	MinELev3	MinELev4	MinELev5	Emax	MaxELev1	MaxELev2	MaxELev3	MaxELev4	MaxELev5	EDmgSymPerCalc	ELen	ELevLen1	ELevLen2	ELevLen3	HitClass	NumDirections	LocalBlood	DamageRate	TravelSound	HitSound	ProgSound	ProgOverlay	ExplosionMissile	SubMissile1	SubMissile2	SubMissile3	HitSubMissile1	HitSubMissile2	HitSubMissile3	HitSubMissile4	CltSubMissile1	CltSubMissile2	CltSubMissile3	CltHitSubMissile1	CltHitSubMissile2	CltHitSubMissile3	CltHitSubMissile4	EOL
brdeathspiritnu	297	1		1																																																					340		4		255	255	255	0	0	1	BRSpiritNU	1024	20	16											1											1	1			1							1								8																																					1			bloodraven_mist_loop				brdeathspiritdt															0
brdeathspiritdt	298	1		1																																																					20		4		255	255	255	0	0	1	BRSpiritDT	1024	20	16											1											1	1			1							1								8																																					1			bloodraven_mist_end																			0
mephistodeathcontrol	299	26		1																	16	firewall frequency	4	rock frequency	20	radius																															275		6		255	255	255	0	0	0	null	1024	2	16											1												1			1							1								8																																					1															mephistofirewallmaker	mephistoflyingrocksbig						0
mephistofirewallmaker	300	27		1																	4	retarget frame																															8	8			50		5		255	178	64	0	0	1	groundFireSmall	1024	2	16		1	1	2				1		1	1						1											1					1								8																																				32	1															mephistofirewall							0
mephistofirewall	301	5		1																																																					25		5	4	255	178	64	0	0	0	groundFireSmall	1024	37	16		1	12	36					1		1						1											1					1								8																																				32	1			object_fire_loop_magic																			0
mephistoflyingrocksbig	302	1	33	1																																					20	radius											12	12			10	3			0	0	0	0	0	1	ExplosionSpark	1024	16	16																						1	1			1															8																																					1			sorceress_firebolt_1				mephistoexplosionbig											mephistoflyingrockssmall				0
mephistoexplosionbig	303	1		1																																																					12		13		255	178	64	0	0	0	FireArrowExplode2	1024	12	16	5																						1			1							1								8																																					1			sorceress_fireball_impact_1																			0
mephistoflyingrockssmall	304	1		1																																																	12	12			5	3			0	0	0	0	0	1	ExplosionSparkSmall	1024	16	16																						1	1			1															8																																					1							mephistoexplosionsmall															0
mephistoexplosionsmall	305	1		1																																																					12		13		255	178	64	0	0	0	FireArrowExplode2	1024	12	16	5																						1			1							1								8																																					1			sorceress_firebolt_impact_1																			0
mephistodonotdraw	306	28	34	1																	15	active frame																																			70				0	0	0	0	0	0	null	1024	2	16																						1	1			1															8																																					1															corpseexplosion							0
andycontrol0	307	29		1																	25	firewall frequency	7	screen shake seconds																																	350				0	0	0	0	0	0	null	1024	2	16											1											1	1			1															8																																					1															andycolumnfirebase	andyfirewallmaker	andyfallingdebris1					0
andyfirewallmaker	308	27		1																	4	retarget frame																															8	8			50		8		255	178	64	0	0	1	groundFireSmall	1024	2	16		1	1	2				1		1	1						1											1					1								8																																				32	1															andyfirewall							0
andyfirewall	309	5		1																																																					25		5	4	255	178	64	0	0	0	groundFireSmall	1024	37	16		1	12	36					1		1						1											1					1								8																																				32	1																						0
andycolumnfirebase	310	5		1																																																					25		5	4	255	178	64	0	0	0	groundFireMedium	1024	37	16		1	12	36					1		1						1											1					1								8																																				32	1			andariel_fire_loop		andariel_fire_end										andycolumnfire							0
andycolumnfire	311	1		1																	-30	z offset	6	z vel max	3	z accel																															15				192	128	128	0	0	0	AndarielFlameDeath	1024	15	16																						1	1			1							1								8																																					1			andariel_fire_loop																			0
andyfallingdebris1	312	1	19	1																	200	fall distance	25	fall speed																																	8				0	0	0	0	0	0	CeilingChunkFall01	1024	1	16																						1	1			1															8																																					1															andyfallingdebris3			andydebrisexplosion1	andydebrisexplosion5			0
andyfallingdebris2	313	1	19	1																	200	fall distance	25	fall speed																																	8				0	0	0	0	0	0	CeilingChunkFall02	1024	1	16																						1	1			1															8																																					1																		andydebrisexplosion1	andydebrisexplosion5			0
andyfallingdebris3	314	1	19	1																	200	fall distance	25	fall speed																																	8				0	0	0	0	0	0	CeilingChunkFall03	1024	1	16																						1	1			1															8																																					1																		andydebrisexplosion1	andydebrisexplosion5			0
andydebrisexplosion1	315	1		1																																																					11				0	0	0	0	0	0	CeilingChunkVanish01	1024	11	16																						1	1			1															8																																					1			andariel_rock_1																			0
andydebrisexplosion2	316	1		1																																																					11				0	0	0	0	0	0	CeilingChunkVanish02	1024	11	16																						1	1			1															8																																					1			andariel_rock_1																			0
andydebrisexplosion3	317	11		1																																																					11				0	0	0	0	0	0	CeilingChunkRemain01	1024	11	16																						1	1			1															8																																					1			andariel_rock_1																			0
andydebrisexplosion4	318	11		1																																																					11				0	0	0	0	0	0	CeilingChunkRemain02	1024	11	16																						1	1			1															8																																					1			andariel_rock_1																			0
andydebrisexplosion5	319	11		1																																																					11				0	0	0	0	0	0	CeilingChunkRemain03	1024	11	16																						1	1			1															8																																					1			andariel_rock_1																			0
willowisplightningbolt	320	8		1																	3	Subloops																															32	32			40		8		178	178	255	1	0	2	null	1024	2	16					3			1		1							2											1	1	1			1						4		8		128																ltng																		64	1			monster_lightning_1												lightninghit							0
queenpoisoncloud	321	1		1																																																	8	64		1	92		4		64	255	64	16	0	0	poisonNova	1024	30	16					3	1		1	1	1							1											1	1	1			1						4		0																		pois	1						1						skill('Attack'.clc4)*256/25*100/2	100					32			object_poison_loop																			0
dirt pile	322	2																																																							128				255	255	255	0	0	0	SandMaggotDirtPile	1024	1	16								1									1											1													8																																					8																						0
undeadmissile1	323	1		1																																																	20	20			40		9		255	255	255	1	0	1	SkullPoison	1024	12	16					3	1		1		1		1	4				1											1	1	1			1						4		0																		pois	1						1						skill('DoomKnightMissile'.clc4)*256/25*100/2	100					16			monster_poisonbolt																			0
undeadmissile2	324	1		1																																																	20	20			40		9		255	255	255	1	0	1	SkullFire	1024	12	16					3	1		1		1		1	4				1											1	1	1			1						4		0																		fire	256						475						skill('DoomKnightMissile'.clc4)*150						8			monster_firebolt_1	sorceress_fireball_impact_1																		0
undeadmissile3	325	1		1																																																	20	20			40		9		255	255	255	1	0	1	SkullIce	1024	12	16					3	1		1		1		1	4				1											1	1	1			1						4		0																		cold	256						313						skill('DoomKnightMissile'.clc4)*190	50					16			monster_icebolt_1	sorceress_iceblast_impact_1																		0
undeadmissile4	326	1		1																																																	20	20			40		9		255	255	255	1	0	1	SkullUnholy	1024	12	16					3	1		1		1		1	4				1											1	1	1			1						4		0					256						475						skill('DoomKnightMissile'.clc4)*70																				16			monster_poisonbolt																			0
bonespiritexplode	327	1		1																																																					12				255	255	255	0	0	0	BoneSpiritExplode	1024	13	16																										1		1					1																																													1																						0
dopplezonexplode	328	1		1																																																					25				255	255	255	0	0	0	DopplezonExplode	1024	25	16																										1		1					1																																													1																						0
monbonespirit	329	7	13	7	10				5	Retarget Frame											5	Retarget Frame																															14	14			70		3		255	255	255	1	0	1	BoneSpirit	1024	8	16					3	1				1		1	5			-30	1					1						1	1	1			1					MonBoneSpirit	4		0																		mag	256						320						skill('MonBoneSpirit'.clc4)*200						8			monster_bonespirit	paladin_holybolt_impact_1			bonespiritexplode															0
towermistfade	330	1		1																																																					128	1			255	255	255	0	0	0	Mist_fade	1024	14	16																												1					1								8																																					1																						0
countessfirewall	331	5		5																																																					500	1	5		255	178	64	0	0	1	groundFireSmall	1024	37	16		1	12	36	3												1											1					1								0																		fire	1						1						skill('CountessFirewall'.clc4)*75						1		41	object_fire_loop_magic																			0
towerchestspawner	332	30		18	33				150	start delay	2	spawn interval divisor	5	radius							150	start delay	2	spawn interval divisor	5	radius																															400	1	15		192	192	255	0	0	0	null	1024	2	16																						1						1					1								8																																					1															towermisttrail							0
hellmeteorlaunch1	333	1		1																																																					22				255	255	255	0	0	0	meteorlavaburst	1024	11	16																																									8																																					1																						0
hellmeteorlaunch2	334	1		1																																																					22				255	255	255	0	0	0	meteorlavaburst2	1024	11	16																																	1								8																																					1																						0
hellmeteorup	335	1		1																																																					50				255	255	255	0	0	1	meteorlavaup	1024	9	16																																	1								8																																					1																						0
hellmeteordown	336	1	36	1	13																												5	radius	1	length (does nothing)					5	radius	25	variable duration	75	density											225		5		255	255	255	0	0	1	meteorlavadown	1024	9	16																						1				1						1	1						9		0																		fire	256						475						skill('HellMeteor'.clc4)*140						1																		firewall	firesmall			0
hellmeteorball	337	1		1																																																					225		5		255	255	255	0	0	1	meteorlavarock	1024	9	16																																									8																																					1																						0
horadricstaff	338	31		1																																																					440				255	255	255	0	0	1	HoradricStaff	1024	8	16																												1					1								8																																					1			quest_horadric_staff_spin																			0
horadriclightning	339	1		1																																																	20	20			30		3		255	255	255	0	0	1	LightningStrike	1024	8	16																												1					1								8																																				64	32			monster_lightning_1																			0
horadriclight	340	1		1																																																					225		2		255	255	255	0	0	1	HoradricLightBeamstreaks	1024	1	16																												1					1								8																																					32			quest_horadric_staff_light																			0
regurgitatorcorpse	341	1		1																																																	20	20			40		2		255	64	64	1	0	1	SlugMissile	1024	12	16					3	1		1		1							1					1						1	1	1		100	1						4		0					256						475						skill('Attack'.clc4)*70																			176	8	1		tentaclehead_missile_1				regurgitatorcorpseexpl															0
regurgitatorcorpseexpl	342	1		1																																																					12		13		255	64	64	0	0	0	Slug Missile Explode	1024	12	16						1		1									1						1			1				1			1						4		8																																					1	1																					0
highpriestlightning	343	1		1																																																	20	20			15		1		255	64	64	0	0	0	HighPriestLightning	1024	9	16					3			1		1							1					1						1	1				1						4		0																		mag	256						320						skill('Attack'.clc4)*80						8			monster_lightning_1																			0
icebreaksmallmelt	344	1		1																																																					150				255	255	255	0	0	0	IceBreakSmallMelt	1024	12	16																												1					1								8																																					4																						0
icebreaklargemelt	345	1		1																																																					150				255	255	255	0	0	0	IceBreakLargeMelt	1024	12	16																												1					1								8																																					4																						0
leapknockback	346	1		1																																																					2				0	0	0	0	0	0	null	1024	2	16					3					1							2											1				1							8		8																																					1																						0
radamentdeath	347	32		19																																																					400		15		255	255	255	0	0	0	null	1024	2	16					3																	1						1													8																																					1																						0
radamenthandofgod	348	1	37	1																																																					21				0	0	0	0	0	0	HandOfGod	1024	21	16					3																	1						1					1								8																																					1			paladin_handofgod_bolt																			0
radamentholybolt	349	1		1																																																	12	12			50				255	255	255	0	0	1	HolyBoltMissile	1024	16	16					3		1			1							1											1				1	1						8		8																																					1			quest_radament_holybolt_1																			0
taintedsuncontrol	350	33		1																																																					300				255	255	255	0	0	1	null	1024	2	16																												1													8																																					1																						0
taintedsunflash	351	1	38	1																																																					12		4		255	255	255	0	0	1	yellowBallGlowIntro	1024	12	16																						1						1					1								8																																					1			quest_tainted_sun_flash_1																			0
taintedsunball	352	34		1																																																	12	12			300				255	255	255	0	0	1	yellowBallGlow2	1024	10	16																												1					1								8																																					1			quest_tainted_sun_ball_1																			0
queendeathcenter	353	35		1																																																					100				255	255	255	0	0	1	null	1024	2	16																												1													8																																					1																						0
queendeathglob	354	1	39	1																																																	6	6			20				255	255	255	0	0	0	QueenDeathGuts	1024	11	16																						1	1			1															8																																					4			sandmaggotmama_goo_1																			0
queendeathsplat1	355	11		1																																																					50				255	255	255	0	0	0	QueenDeathPuddle	1024	5	16																												1													8																																					4			sandmaggotmama_goo_hit_1																			0
queendeathsplat2	356	11		1																																																					50				255	255	255	0	0	0	QueenDeathPuddle2	1024	5	16																												1													8																																					4			sandmaggotmama_goo_hit_1																			0
healingbolt	357	1	40	1																																																	14	14			30		2		222	222	255	1	0	1	HolyBoltMissile	1024	16	16					3	1	1			1							1											1					1								8																																					1																						0
mephistoholedelay	358	1		1																																																					50				0	0	0	0	0	0	null	1024	2	16																						1						1													8																																					1							mephistoholebirth															0
mephistoholebirth	359	1		1																																																					25				0	0	0	0	0	0	smithholebirth	1024	21	16																						1	1			1															8																																					1							mephistoholeneutral															0
mephistoholeneutral	360	1		1																																																					225				0	0	0	0	0	1	smithholeneutral	1024	21	16																						1	1			1															8																																					1							mephistoholedeath															0
mephistoholedeath	361	1		1																																																					25				0	0	0	0	0	0	smithholedeath	1024	21	16																						1	1			1															8																																					1							mephistoholedead															0
mephistoholedead	362	11		1																																																					400				0	0	0	0	0	1	smithholedead	1024	1	16																						1	1			1															8																																					1																						0
durieldeathcontrol	363	36		1																																																					400				0	0	0	0	0	1	null	1024	2	16																												1													8																																					1																						0
durieldeathrock	364	1	41	1																																																					40				0	0	0	0	0	1	Rock_large	1024	5	16																						1						1													8																																					4				andariel_rock_1																		0
durieldeathdebris	365	1		1																																																	12	12			40				0	0	0	0	0	1	Rock_small	1024	5	16																						1						1													8																																					4																						0
durieldeathsmoke	366	1		1																																																					25				0	0	0	0	0	0	FireSmoke	1024	26	16																						1						1					1								8																																					4																						0
mephistoexplosion	367	1		1																																																					12				255	255	255	0	0	0	MephistoMissileExplosion	1024	12	16																												1					1																																													1																						0
orbmist	368	25		1	35																10	dest radius	3	init radius	1	frequency																											2	2			400		2		255	125	125	0	0	1	null	1024	2	16																	1					1	1			1							1								8																																					1			compellingorb_mist_loop												orbmisttrail							0
orbmisttrail	369	1		1																																																	3	3			50		2		255	125	125	0	0	1	mist_Fade_Orb_Loop	1024	14	16																						1	1			1							1								8																																					1			compellingorb_mist_loop				orbmistfade															0
orbmistfade	370	1		1																																																	3	3			15		2		255	125	125	0	0	0	mist_Fade_Orb	1024	14	16																												1					1								8																																					1																						0
pilum	371	1		1																																																	22	22			43				255	255	255	0	0	0	Pilum	1024	1	16					3	1		1		1							1				1							1	1	1					1				4		8		128																																		6	32			weapon_throw_1																			0
diablo appears	372	37		1																																																					300				255	255	255	0	0	0	null	1024	1	16																												1																																																		1																						0
hfcontrol	373	38		1																																																					200		8		255	255	255	0	0	0	null	1024	1	16																						1	1			1							1																																													1																						0
hffragment1	374	39	42	1																																																	6	6			16				255	255	255	0	0	1	SoulForgeShard	1024	47	16		1	8	30																		1	1			1							1																																													1				quest_hellforge_flash_1																		0
hffragment2	375	39	43	1																																																					25				255	255	255	0	0	1	SoulForgeShard	1024	47	16		1	8	30																		1	1			1							1																																													1				quest_hellforge_flash_1																		0
hffragment3	376	40		1																																																					10				255	255	255	0	0	1	SoulForgeShard	1024	47	16		1	8	30																		1	1			1							1																																													1				quest_hellforge_flash_1																		0
hfspirit1	377	41		1																																																	8	4			55				255	255	255	0	0	1	SoulForgeRisingSoul	1024	33	16		1	8	19																		1	1			1							1																																													1			quest_hellforge_soul_1																			0
hfreserved3	378	1		1																																																									255	255	255	0	0	0	null	1024	1	16																						1	1			1							1																																													1																						0
izual control	379	42		1					25	Lightning Start	150	Lightning Stop																																													200				255	255	255	0	0	0	null	1024	1	16																												1																																																		1																						0
izual mist loop	380	1		1																																																	4	4			50		2		255	255	255	0	0	0	IzualDeathClouds	1024	16	16																	1					1	1			1							1								8																																					1			izual_mist_loop				izual mist fade															0
izual mist fade	381	1		1																																																					15				255	255	255	0	0	0	null	1024	1	16																												1					1								8																																					1																						0
izual lightning	382	1		1																																																	3	3			50		2		255	255	255	0	0	0	IzualDeathParticles	1024	25	16					3		1			1							1											1				1	1						8		8																																					1																						0
izual lightning trail	383	1		1																																																	3	3			50				255	255	255	0	0	0	null	1024	1	16					3		1			1							1											1				1	1						8		8																																					1																						0
cairn stones bolt	384	1		1																	280	drop height	70	drop speed																																	9		10		255	255	255	0	0	1	LightningboltBig	1024	8	16					3					1							3					1						1	1	1			1						4																																							1			amazon_lightning_1																			0
bomb in air	385	1	44	1	36																																																12	12			50				255	255	255	1	0	1	expansion\FireTraumaMissile	1024	20	16					6			1									1					1	1			1															8																																					1											bomb on ground							bomb on ground				0
bomb on ground	386	1		1	3																												0	radius (0 = aurarng calc from skill)																							5				255	255	255	0	0	0	expansion\FireTraumaGround	1024	1	16					6	1		1		1	1						1					1	1			1			1	1								Fire Trauma	5	2	8																																					1							bomb explosion															0
bomb explosion	387	1		1																																																					20		5		255	178	64	0	0	0	expansion\FireTraumaXplosion	1024	20	16					3		1										1											1	1	1		1	1						5	2	8																																					1			sorceress_firebolt_impact_1																			0
shock field in air	388	1	44	1	36																																																12	12			50				255	255	255	1	0	0	expansion\caltrops	1024	8	16		1		7	6			1									1					1	1			1															8																																					32											shock field on ground							shock field on ground				0
shock field on ground	389	1		1																																																					125		3		255	255	255	0	0	1	Expansion\ShockField	1024	10	16	1				3				1	1	1						2									1		1			1		1					Shock Field			8																																					8		41	assassin_staticfield																			0
throwingstar	390	1		1																																																	30	30			32	50			255	255	255	1	0	1	expansion\ThrowingStarMissile	1024	7	16		1	4	7	3	1		1		1							1											1	1	1			1						4		8																																					32																						0
acidspray	391	1		1					60	frames that acid lasts																																											12	12			6	2			255	255	255	1	0	1	frogpoisonmissile	1024	7	16					3	1		1		1							1					1						1	1	1			1						4		8																																					16																						0
blade creeper	392	43		20	37																																																				18				255	255	255	1	0	0	null	1024	2	16					3							1	5				3											1	1	1			1					Blade Sentinel	4		8																																					1			bladecreeper_emerge_1																			0
distraction	393	44		21																																																					100				255	255	255	1	0	1	BigheadLightningMissile	1024	3	16								1									1											1					1																																													1								distraction fog							distraction fog							0
distraction fog	394	45		1																	36	spawn rate	1	number	6	radius																															10	5			255	255	255	1	0	1	null	1024	2	16					3												3											1					1																																													1															distraction puff							0
distraction puff	395	1		1																																																					25				255	255	255	0	0	0	FireSmoke	1024	26	16								1									1											1		1			1						4		8																																					4																						0
distraction start	396	1		1																																																					11				255	255	255	1	0	0	ExpArrowExplode	1024	11	16					3					1							3											1		1			1						4		8																																					1																						0
distraction end	397	1		1																																																					11				255	255	255	1	0	0	ExpArrowExplode	1024	11	16					3					1							3											1		1			1						4		8																																					1																						0
impinfernoflame1	398	1		1					8	Mana Use, 16ths.	20	Minimum range																																									12	12			20				255	178	64	1	0	0	Flamethrower	1024	15	16					3							1	1				1								1			1					1					Imp Inferno																																							32	1		41	sorceress_inferno																			0
impinfernoflame2	399	1		1					8	Mana Use, 16ths.	20	Minimum range																																									12	12			20				255	178	64	1	0	0	Flamethrower2	1024	15	16					3							1	1				1								1			1					1					Imp Inferno																																							32	1		41	sorceress_inferno																			0
baallightningbolt	400	1		1																																																					25				255	255	255	2	0	2	null	1024	2	16					6	1				1							1											1	1	1			1					ZakarumLightning	4																																							1																						0
baallightningtrail	401	1																																																							5				255	255	255	2	0	2	expansion\lightningpiece	1024	1	16					6	1		1		1							1											1					1					ZakarumLightning																																								8			monster_lightning_1																			0
baallightningbolt2	402	1																																																							25				255	255	255	2	0	2	null	1024	2	16					6	1				1							1											1	1	1			1					ZakarumLightning	4																																							1			monster_lightning_1																			0
baallightningtrail2	403	1																																																							5				255	255	255	2	0	2	expansion\lightningpiece	1024	1	16					6	1		1		1							1											1					1					ZakarumLightning																																								8			monster_lightning_1																			0
impfireball	404	1		1	1																												5	damage radius																			20	20			40				255	178	64	1	0	1	expansion\ImpFireball	1024	20	16					6			1				1	4				1					1						1	1	1		1	1					Imp Fireball	5	2	0																																					1			imp_missile_1	sorceress_fireball_impact_1			impfireballexplode															0
impfireballexplode	405	1																																																							12				255	178	64	0	0	0	ExpArrowExplode	1024	11	16						1	1										1						1			1			1	1			1						5	2	8																																					1																						0
catapultchargedball on	406	43																																																							10				255	255	255	0	0	1	BigheadLightningMissile	1024	3	16								1									1											1					1								8																																					1																						0
catapultchargedball	407	1	46	1	38																												12	Charged bolts	0	Charged bolts per level					12	Charged bolts	0	Charged bolts per level													25		5		143	143	255	5	0	1	BigheadLightningMissile	1024	3	16					6			1			1						1					1	1			1							1					Catapult Charged Ball			0																		ltng	128						256						skill('Catapult Charged Ball'.clc4)*100						1				amazon_lightning_1							catapultchargedballbolt							catapultchargedballbolt				0
catapultchargedballbolt	408	1	10	1																																																	12	12			20		3	4	255	255	255	1	0	1	ChargedBolt	1024	10	16		1	2	8	3	1				1		1	5				1											1	1	1			1					Catapult Charged Ball	4		0																		ltng	128						256						skill('Catapult Charged Ball'.clc4)*100						16			sorceress_chargedbolt_1			lightning																0
imp spawn monsters	409	1		1	39																																																				12				255	178	64	0	0	0	ExpArrowExplode	1024	11	16						1											1						1			1			1	1			1						4		8																																					1																						0
catapult spike ball on	410	43																																																							50				255	255	255	1	0	0	Meteor	1024	12	16								1									1									1															8																																					1																						0
catapult spike ball	411	1	47	1	40																									#Spikes control radius somehow		Radius about 1Yard/5Spikes	30	spikes (0 = skill)	0	spikes per lvl					30	spikes (0 = skill)	0	spikes per lvl													25				255	255	255	1	0	0	Meteor	1024	12	16		1		7	6			1									1					1				1															8																																					1				sorceress_fireball_impact_1							catapult spike in air							catapult spike in air	fireexplode			0
catapult spike in air	412	1	44	1	36																																																12	12			50				255	255	255	1	0	0	expansion\FireSpikes	1024	8	16		1		7	6			1									1					1	1			1															8																																					32											catapult spike on ground							catapult spike on ground				0
catapult spike on ground	413	1		1																																																					125				255	255	255	0	0	1	expansion\FireSpikesGround	1024	8	16					1	1			1	1	1	1	5				1					1				1												Catapult Spike Ball			0																																					32							catapult spike explosion															0
catapult spike explosion	414	1																																																							36				255	255	255	0	0	0	expansion\FireSpikeExplode	1024	14	16					1												1					1	1			1			1				1								8																																					1				sorceress_firebolt_impact_1																		0
catapult cold ball on	415	43		1																																																					50				255	255	255	1	0	1	IceOrb	1024	16	16								1									1									1							1								8																																					1				impact_cold_1																		0
catapult cold ball	416	1	50	1	14																												1	increment							0	# rocks	0	lob velocity													25		5		143	143	255	5	0	1	IceOrb	1024	16	16					6			1			1						1					1	1			1							1					CatapultBlizzard	5	2	0																																					1			sorceress_glacialspike_1	sorceress_iceblast_impact_1							catapult cold explosion							freezingarrowexp1	catapult cold explosion			0
catapult cold explosion	417	5		5																																																					15		5		255	255	255	0	0	0	FreezeExplodeCenter	1024	15	16					3				1		1	1	15				2									1							1					CatapultBlizzard			0																																					1		41																				0
catapult plague ball on	418	43		1																																																					50				255	255	255	0	0	1	expansion\catapultpoisonbomb	1024	10	16								1									1									1							1								8																																					1																						0
catapult plague ball	419	1	2	1	2																												2	ring 2 density	2	ring 1 density	3	subloops			2	ring 2 density	2	ring 1 density	3	subloops											25		5		143	143	255	0	0	1	expansion\catapultpoisonbomb	1024	10	16					6			1			1						1					1	1			1							1					CatapultPlague			0																																					1			weapon_throw_1	sandmaggotmama_goo_1							catapult plague cloud							catapult plague cloud				0
catapult plague cloud	420	4		1					2	Slow drift speed, fourths.	4	Fast drift speed, fourths.									24	spawn rate	1	number	6	radius																															80				128	255	128	0	0	1	PoisonSparks	1024	31	16		1	10	19	3			1			1						2					1				1							1					CatapultPlague			0																																					1															poisonpuff							0
catapult meteor ball on	421	43		1																																																					50				255	255	255	1	0	0	Meteor	1024	12	16								1									1									1							1								8																																					1																						0
catapult meteor ball	422	1	50	1	14																												1	increment							10	# rocks	15	lob velocity													25		5		143	143	255	5	0	1	Meteor	1024	12	16					6			1			1						1					1	1			1							1					CatapultMeteor	5	2	0																																					1				sorceress_fireball_impact_1							catapult meteor fire							moltenboulder-flyingrocks	catapult meteor fire			0
catapult meteor fire	423	5		5																																																					100	1	5		255	178	64	0	0	1	groundFireSmall	1024	37	16		1	12	36	3				1		1						2									1							1								0																		fire	1						1						skill('CatapultMeteor'.clc4)*256/25*60					32	1		41																				0
tower death	424	11																																																							1				255	255	255	0	0	0	expansion\TowerDebris	1024	1	16																												1													8																																					1																						0
healing vortex	425	1		1	43																																																12	12			100	25	5		255	178	64	4	0	1	expansion\overseer_missile	1024	8	16					3	1	1	1		1							1											1					1					Healing Vortex			8																																					8			overseer_healmissile	paladin_holybolt_1		healing																0
suicidecorpseexplode	426	1		1																																																					13				255	178	64	0	0	0	CorpseExplodeGuts	1024	13	16								1									1						1			1			1												8																																					4	1																					0
suicidefireexplode	427	1		1																																																					13				255	178	64	0	0	0	Fsexplode	1024	15	16								1									1						1			1			1				1								8																																					16																						0
suicideiceexplode	428	1		1																																																					13				255	178	64	0	0	0	FreezeExplodeCenter	1024	15	16								1									1						1			1			1				1								8																																					1																						0
explodingjavalin	429	1		1	44																												2	damage radius																			22	22			35				255	255	255	1	0	0	Javelin	1024	1	16					3	1		1		1							1				1	1						1	1	1					1				4	2	8		128																fire	8						16											6	32							explodingjavalinexp															0
explodingjavalinexp	430	1		1																																																	25	25			12		15		255	178	64	0	0	0	ExpArrowExplode	1024	11	16								1									1						1			1				1			1						5	2	8																																					1																						0
lightingtrailingjavalin	431	46	51	22	45				3	subloops											3	subloops											10	bolts	1	random path					10	bolts	1	random path									30	30			32				255	255	255	1	0	0	Javelin	1024	1	16					3	1		1		1							1				1	1						1	1	1									4		8		128																																		6	32							lightjavalinexplosion	lightjavalintrail			lightjavalinexplosion				lightjavalintrail			lightjavalinexplosion				0
lightjavalintrail	432	1		1																																																	12	12			20		3	4	255	255	255	2	0	1	ChargedBolt	1024	10	16		1	2	8	3	1		1		1							1											1	1	1			1						4																																						64	16																						0
lightjavalinexplosion	433	1		1																																																	12	12			20		3	4	255	255	255	2	0	1	ChargedBolt	1024	10	16		1	2	8	3	1		1		1							1											1	1	1			1						5	2																																					64	16																						0
icejavalin	434	1		1	44																												1	damage radius																			22	22			35				255	255	255	1	0	0	Javelin	1024	1	16					3	1		1		1							1				1	1						1	1	1					1						8		128																																		6	32							icejavalinexplode															0
icejavalinexplode	435	1		1																																																					16		11		81	81	255	0	0	0	IceArrowExplode	1024	16	16						1		1									1						1			1				1			1						5	2	8																																					1																						0
plaguejavelin2	436	1	2	1	2																												1	ring 2 density	2	ring 1 density	3	subloops			1	ring 2 density	2	ring 1 density	3	subloops							22	22			35				255	255	255	1	0	0	Javelin	1024	1	16					3	1		1		1							1				1	1						1	1	1					1						8		128																																		6	32							plaguejavlinexplode				plaguejavlinexplode							plaguejavlinexplode				0
plaguejavlinexplode	437	4		1																	24	spawn rate	1	number	6	radius																												15			25				255	255	255	0	0	0	PoisonSmokePuff	1024	26	16								1	1								1											1		1			1						5	2	8																																					4															poisonpuff							0
advlighttrailingjav	438	46	51	22	45				3	subloops											3	subloops											18	bolts	1	random path					18	bolts	1	random path									30	30			32				255	255	255	1	0	0	Javelin	1024	1	16					3			1		1							1				1							1	1	1											8		128																																		6	32							advlightjavexplode	advlighttrailingjav2			advlightjavexplode				advlighttrailingjav2			advlightjavexplode				0
